RegName,energy_cost,weight
South Lanarkshire,5987.014999999999,420.52
Fife,4434.533795454545,469.13
Na h-Eileanan Siar,6253.91,51.53
Argyll and Bute,2865.251727272727,186.74
East Ayrshire,8341.622,170.44
Dumfries and Galloway,4798.7062000000005,221.27
South Ayrshire,15337.994045454545,227.69
Dundee City,4964.109886363636,245.91
Na h-Eileanan Siar,2640.7448,53.94
Glasgow City,4419.3497727272725,375.68
Shetland Islands,13569.721363636363,38.02
Fife,1429.2112499999998,340.4
Glasgow City,1009.3690999999999,398.5
Na h-Eileanan Siar,5096.310599999999,47.71
Argyll and Bute,7524.9892,163.4
Clackmannanshire,5449.732227272728,95.16
East Lothian,4278.431386363636,194.96
North Ayrshire,7619.182772727272,324.45
Aberdeenshire,6321.787,452.49
Dumfries and Galloway,4376.2872,259.74
Shetland Islands,9321.391636363636,35.94
West Dunbartonshire,3023.218840909091,197.8
North Lanarkshire,8232.6234,378.35
Orkney Islands,8405.28893181818,40.24
Orkney Islands,5843.184886363636,49.45
Highland,2462.7419318181815,474.93
Shetland Islands,4308.799431818182,39.8
Argyll and Bute,2739.6018,169.27
Perth and Kinross,10082.457477272728,280.5
Midlothian,3996.68495,133.71
Shetland Islands,6877.030363636363,38.55
East Lothian,8341.622,177.56
Shetland Islands,7172.452840909091,43.72
Dundee City,2462.7419318181815,333.93
Dumfries and Galloway,9784.10475,233.3
Aberdeen City,2462.7419318181815,492.7
North Lanarkshire,5996.357045454545,452.25
Orkney Islands,8341.622,47.24
Angus,5837.324386363636,262.9
Shetland Islands,13859.816113636363,34.85
Na h-Eileanan Siar,7913.535599999999,45.14
Orkney Islands,6103.71075,43.9
Highland,4040.5483636363633,349.74
Fife,4163.957399999999,375.84
Moray,3344.5567999999994,189.97
Falkirk,5478.768340909091,267.64
"Edinburgh, City of",3967.025727272727,385.64
Na h-Eileanan Siar,4551.211022727272,55.48
Na h-Eileanan Siar,2462.7419318181815,49.58
Aberdeenshire,7882.7695,472.26
Aberdeenshire,5603.2134,454.17
Na h-Eileanan Siar,9407.967204545455,51.53
North Lanarkshire,2798.38875,395.11
South Lanarkshire,4515.995199999999,432.73
Perth and Kinross,8341.622,275.35
North Lanarkshire,2611.6519090909087,395.11
Stirling,2462.7419318181815,176.85
East Lothian,14263.924227272726,185.67
Na h-Eileanan Siar,6438.8254,47.89
Orkney Islands,3085.0425999999998,48.43
Renfrewshire,10731.907431818181,483.23
Highland,7085.040800000001,365.1
East Lothian,2462.7419318181815,155.35
Orkney Islands,3909.4862727272725,50.86
Shetland Islands,4485.022199999999,36.07
Glasgow City,1047.47292,375.68
Orkney Islands,2873.1081999999997,48.43
Orkney Islands,5767.0408,47.24
South Lanarkshire,1594.79226,375.49
Highland,4067.2162,439.41
Glasgow City,2547.719181818182,398.5
Highland,4622.22892,335.31
Shetland Islands,5753.02174,40.76
Aberdeenshire,16859.592954545453,508.18
Scottish Borders,1009.3690999999999,331.81
Moray,3553.4597999999996,212.56
Na h-Eileanan Siar,5370.082704545454,44.98
Shetland Islands,5748.884113636363,35.94
Aberdeenshire,2123.5616,414.68
North Lanarkshire,4095.956727272727,415.85
Orkney Islands,7212.8868,47.24
Shetland Islands,9905.044159090909,34.85
Perth and Kinross,5008.2681999999995,315.87
Orkney Islands,14036.163886363636,46.27
Moray,4982.4354,200.79
East Ayrshire,7543.758476470588,194.54
Na h-Eileanan Siar,16707.752727272724,44.28
East Lothian,2516.2855909090904,221.34
Aberdeenshire,8266.496,466.01
Aberdeenshire,7018.8772,466.01
North Lanarkshire,4718.44,401.82
Perth and Kinross,8138.1228,244.19
Shetland Islands,5487.026318181818,36.64
Midlothian,7475.818164705883,129.99
Aberdeenshire,3630.1342999999997,450.88
Highland,6799.433599999999,449.63
Highland,5302.0504,471.39
East Lothian,4948.6946,183.77
Shetland Islands,9029.432181818182,39.45
Na h-Eileanan Siar,5867.735999999999,44.28
Na h-Eileanan Siar,7811.776,44.76
Argyll and Bute,3561.236,172.66
Stirling,4851.1620681818185,135.97
Na h-Eileanan Siar,2490.179727272727,47.67
Midlothian,3641.5015909090907,140.65
Shetland Islands,8993.736409090909,38.28
Highland,11083.803818181817,431.36
Aberdeenshire,6016.069636363635,494.02
South Ayrshire,4388.981727272728,238.81
Aberdeen City,1684.7565799999998,430.37
Aberdeenshire,5399.118818181819,468.76
Orkney Islands,2490.179727272727,42.53
Shetland Islands,10107.497795454545,37.78
Orkney Islands,6036.847772727273,41.97
Dumfries and Galloway,3474.2109545454546,258.93
Shetland Islands,7426.851818181818,37.24
Na h-Eileanan Siar,2672.22025,51.46
Na h-Eileanan Siar,3270.5584499999995,45.14
Perth and Kinross,8266.496,235.49
Orkney Islands,8521.1392,40.88
Orkney Islands,8266.496,39.12
Renfrewshire,5186.276113636363,379.87
Glasgow City,3937.4568409090907,533.27
Aberdeenshire,16707.752727272724,438.39
Shetland Islands,3449.9697954545454,43.65
Na h-Eileanan Siar,4542.487,44.28
Na h-Eileanan Siar,5909.5166,47.39
Shetland Islands,9203.91525,37.68
Na h-Eileanan Siar,7402.6788,44.16
"Edinburgh, City of",4435.332954545454,354.24
Angus,2593.004863636364,191.6
Stirling,3345.2799545454545,136.03
Clackmannanshire,3813.8535681818175,118.04
Argyll and Bute,2490.179727272727,183.68
Perth and Kinross,3804.263659090909,299.66
"Edinburgh, City of",2490.179727272727,403.86
Shetland Islands,6438.55840909091,37.74
Perth and Kinross,6812.6102,225.85
Scottish Borders,3225.13851882353,237.24
Highland,9101.889272727272,451.05
Orkney Islands,5823.0558,40.88
Na h-Eileanan Siar,4663.359681818182,45.02
Stirling,5237.688681818182,144.72
Angus,11211.136499999999,184.21
Shetland Islands,7386.094704545454,37.68
Moray,8521.1392,238.12
Aberdeenshire,5690.596799999999,447.07
Na h-Eileanan Siar,5291.765113636363,45.62
Renfrewshire,1953.44856,379.87
Fife,7106.787799999999,341.92
Argyll and Bute,5608.8601499999995,159.71
Highland,10992.433295454544,418.31
Inverclyde,3360.1975909090906,183.56
Highland,5570.2634,470.59
Highland,4826.503586470589,461.63
South Lanarkshire,8266.496,456.64
East Ayrshire,4568.5833999999995,227.73
Angus,8266.496,180.4
Dumfries and Galloway,3625.784795454545,287.31
Na h-Eileanan Siar,5562.619000000001,42.94
Aberdeenshire,4750.95975,471.22
Orkney Islands,7153.805795454546,41.43
Dumfries and Galloway,3306.4666,266.46
South Ayrshire,5649.607,253.64
Glasgow City,2490.179727272727,510.25
Orkney Islands,5906.318454545454,41.67
Fife,1020.61464,387.11
Midlothian,4084.7418,136.28
Shetland Islands,3829.5807999999997,34.94
Highland,3131.638090909091,486.85
Na h-Eileanan Siar,4846.100727272727,44.42
Argyll and Bute,3662.14365,172.2
South Lanarkshire,5382.070090909091,464.41
Perth and Kinross,6705.211159090909,246.24
Glasgow City,3968.357659090909,441.14
Perth and Kinross,4066.5571999999997,242.66
Shetland Islands,12893.366386363636,37.68
Na h-Eileanan Siar,6693.594799999999,46.16
Highland,3194.2093,433.91
Orkney Islands,4937.737636363637,41.97
Shetland Islands,7304.314090909091,37.13
West Dunbartonshire,3319.440477272727,209.38
South Ayrshire,5232.0646,244.73
Scottish Borders,4542.420272727272,227.59
Shetland Islands,8266.496,34.94
Orkney Islands,4344.666939999999,41.67
Shetland Islands,4515.248863636363,35.15
Dumfries and Galloway,6058.3188,243.61
Aberdeenshire,8266.496,471.22
Dumfries and Galloway,6503.8027999999995,254.6
Argyll and Bute,7475.818164705883,159.71
Angus,7811.776,175.71
Aberdeenshire,7024.6764,472.7
Shetland Islands,6087.194795454545,37.56
Shetland Islands,6739.575,37.56
Midlothian,3662.8538,124.38
Dumfries and Galloway,4004.852590909091,258.93
Glasgow City,3422.798386363636,510.25
Na h-Eileanan Siar,3398.7266,43.52
Angus,8266.496,175.71
Na h-Eileanan Siar,3350.6196,46.3
Shetland Islands,4984.1488,38.93
Orkney Islands,6450.013022727272,40.53
Orkney Islands,5164.965204545454,40.41
Moray,5893.437,224.01
Moray,3734.9484,224.01
Dumfries and Galloway,7727.852659999999,257.44
Argyll and Bute,3896.433340909091,165.66
Shetland Islands,8694.318136363636,34.94
Fife,5178.817295454544,351.97
Inverclyde,2578.886386363636,188.79
Argyll and Bute,5429.75325,159.71
Orkney Islands,10544.105045454546,38.03
Renfrewshire,4935.606545454545,385.4
Na h-Eileanan Siar,6014.9565999999995,46.16
Perth and Kinross,6623.3199,228.37
Shetland Islands,4070.9066,38.93
Dumfries and Galloway,5139.924886363636,256.1
Shetland Islands,15511.677954545452,38.06
Shetland Islands,11568.893386363636,37.56
Dumfries and Galloway,7317.4042,252.43
Na h-Eileanan Siar,4924.9706,44.16
Orkney Islands,4473.0284,41.97
Orkney Islands,10823.544340909091,39.12
Orkney Islands,7162.815956470588,38.03
Orkney Islands,8266.496,39.64
Shetland Islands,4278.96415909091,40.43
Highland,7475.818164705883,418.31
Moray,5756.451502941178,230.39
Angus,4388.4128,184.21
Stirling,4089.297068181818,137.49
Highland,2862.587863636363,486.17
"Edinburgh, City of",2490.179727272727,415.36
Aberdeenshire,9988.689477272726,438.39
South Lanarkshire,3797.604,476.86
South Lanarkshire,7475.818164705883,461.75
East Lothian,2739.7837499999996,188.04
Highland,3014.694477272727,457.69
Shetland Islands,9107.217,37.68
South Ayrshire,3688.6865999999995,244.73
Highland,5377.80790909091,456.09
Highland,8876.52640909091,457.35
Argyll and Bute,3643.3662954545453,176.24
Perth and Kinross,5403.647386363636,243.92
Argyll and Bute,2356.9794,167.45
Falkirk,5757.9466,259.73
Na h-Eileanan Siar,5368.0822,46.16
Na h-Eileanan Siar,8268.632727272727,46.42
East Renfrewshire,3774.428386363636,146.42
Angus,7255.299,224.18
Dundee City,6618.101527058824,256.99
Dumfries and Galloway,6330.749399999999,258.97
Orkney Islands,4391.911977272727,40.41
Stirling,8010.03388,140.96
Orkney Islands,16707.752727272724,39.22
Dumfries and Galloway,3378.4293999999995,275.67
Shetland Islands,6164.4178,34.94
East Renfrewshire,4115.1914,154.42
"Edinburgh, City of",3184.9153636363635,403.86
Shetland Islands,4670.019340909091,38.18
Angus,4519.8174,175.71
Scottish Borders,2490.179727272727,281.72
Fife,4619.938704545454,318.1
Orkney Islands,7599.470181818182,41.67
Orkney Islands,6146.598954545454,38.54
Angus,4634.8787999999995,168.13
Dumfries and Galloway,2490.179727272727,305.58
East Renfrewshire,2490.179727272727,166.92
Aberdeenshire,4491.8758,483.79
Shetland Islands,7399.68040909091,39.45
Scottish Borders,6865.7256,245.66
Shetland Islands,12366.986931818183,38.56
Na h-Eileanan Siar,8266.496,46.16
South Lanarkshire,1020.61464,563.68
Aberdeenshire,4778.6726,471.22
Aberdeenshire,4411.6096,494.02
"Edinburgh, City of",8266.496,377.93
Shetland Islands,8117.1666,35.94
Clackmannanshire,3243.253977272727,118.04
Argyll and Bute,5866.92775,159.71
Orkney Islands,5189.47275,38.03
Midlothian,13836.107727272727,144.62
Argyll and Bute,5947.874727272727,159.71
Stirling,4800.419599999999,158.55
Na h-Eileanan Siar,8266.496,46.16
Fife,5195.066863636363,313.9
Stirling,3261.2592,131.14
Glasgow City,2490.179727272727,441.14
Dundee City,3474.477340909091,298.12
Shetland Islands,2505.24428,39.45
Falkirk,3835.26815,318.87
Angus,3781.55848,175.71
"Edinburgh, City of",3400.4219318181817,434.09
Highland,4673.3643999999995,430.23
Shetland Islands,4259.9078,35.94
Dundee City,3161.473363636363,239.79
Na h-Eileanan Siar,6099.704,44.28
Shetland Islands,8175.663886363635,35.94
Na h-Eileanan Siar,6679.2428500000005,47.05
Orkney Islands,4679.076477272728,41.97
Perth and Kinross,3887.3092,254.5
Shetland Islands,13581.175977272726,34.94
"Edinburgh, City of",2490.179727272727,434.09
Inverclyde,5342.378522727273,163.65
Shetland Islands,7536.0604,37.78
Argyll and Bute,5657.514999999999,174.98
North Lanarkshire,4268.841477272727,457.04
Argyll and Bute,3356.1551999999997,172.66
East Ayrshire,4587.562599999999,203.64
Dumfries and Galloway,3863.667818181818,266.81
Shetland Islands,13262.577886363635,35.94
Orkney Islands,4305.26754,41.12
Orkney Islands,3133.236409090909,39.88
Na h-Eileanan Siar,11230.316318181818,44.42
Aberdeenshire,5078.123250000001,525.89
North Ayrshire,4499.798454545455,321.62
Scottish Borders,10448.205954545454,222.61
"Edinburgh, City of",4104.214704545455,354.24
Dumfries and Galloway,2998.0545999999995,236.86
Orkney Islands,8266.496,39.75
East Renfrewshire,2490.179727272727,184.21
Na h-Eileanan Siar,8521.1392,42.94
Aberdeen City,1280.6814,497.79
Argyll and Bute,2975.385,167.45
Orkney Islands,4845.8906,41.67
South Lanarkshire,4365.273340909091,569.01
Na h-Eileanan Siar,7045.386545454545,50.35
Shetland Islands,5842.1668,35.94
Glasgow City,2612.7174545454545,441.14
Dundee City,1020.61464,285.25
Dundee City,7466.8097727272725,247.27
Shetland Islands,9314.731977272726,39.91
Glasgow City,2661.9989318181815,461.04
South Lanarkshire,2369.31465,444.43
Stirling,2914.7995909090905,172.08
Aberdeen City,2490.179727272727,484.01
Shetland Islands,8266.496,35.94
Shetland Islands,8266.496,38.29
Shetland Islands,15196.010113636363,37.56
Orkney Islands,2898.1502,38.03
Dumfries and Galloway,5403.5364,258.97
West Dunbartonshire,2717.940068181818,184.43
Orkney Islands,5739.560590909091,41.01
Perth and Kinross,11261.483522727272,245.47
Renfrewshire,2490.179727272727,426.09
Midlothian,2817.2807199999997,145.45
Aberdeenshire,5217.1712,438.39
Orkney Islands,8266.496,40.88
Highland,9488.1495,452.29
Glasgow City,2490.179727272727,442.3
Orkney Islands,6735.579204545454,39.88
North Ayrshire,5145.252613636363,293.38
South Ayrshire,3363.4042,236.78
Scottish Borders,2490.179727272727,282.35
Orkney Islands,5560.815340909091,44.0
Dundee City,2490.179727272727,298.12
Angus,3699.840204545455,210.54
Dumfries and Galloway,3676.6928,243.61
Shetland Islands,7192.165431818182,34.94
Orkney Islands,4622.4896,40.88
Argyll and Bute,7475.818164705883,171.66
East Ayrshire,2657.203977272727,253.93
Falkirk,3209.9556818181813,307.14
Aberdeenshire,4069.584477272727,453.54
South Lanarkshire,4900.177159090909,450.37
Na h-Eileanan Siar,5394.8376,42.94
Argyll and Bute,2490.179727272727,185.61
Na h-Eileanan Siar,4756.7937999999995,46.3
Na h-Eileanan Siar,1821.1701,51.46
Na h-Eileanan Siar,5958.5462,42.94
Na h-Eileanan Siar,16707.752727272724,44.28
Perth and Kinross,5826.82265,245.47
Glasgow City,2634.5611363636363,441.14
Shetland Islands,5800.563068181818,36.64
Perth and Kinross,4004.852590909091,264.21
Inverclyde,7182.575522727272,165.6
"Edinburgh, City of",2490.179727272727,403.86
Shetland Islands,5663.6404772727265,36.15
Scottish Borders,7811.776,239.28
Shetland Islands,8266.496,36.42
Glasgow City,2514.1544999999996,510.25
South Lanarkshire,2903.8176000000003,474.06
Moray,7205.505999999999,240.79
Stirling,2490.179727272727,141.8
Glasgow City,2490.179727272727,533.27
Dumfries and Galloway,4314.2094,284.81
Scottish Borders,5571.7132,238.03
Shetland Islands,7584.431,37.56
Dundee City,3724.34775,298.12
Inverclyde,4704.116795454545,197.31
Na h-Eileanan Siar,8521.1392,44.28
Na h-Eileanan Siar,4323.983454545454,46.3
Dumfries and Galloway,3251.5119545454545,248.33
Midlothian,7811.776,129.99
Glasgow City,1020.61464,511.6
Na h-Eileanan Siar,7811.776,48.48
Na h-Eileanan Siar,8266.496,45.63
Orkney Islands,5400.184363636364,42.79
"Edinburgh, City of",3800.53425,434.09
Aberdeenshire,2579.1814,471.22
Highland,9400.508386363637,430.23
Shetland Islands,5559.749795454545,38.56
Shetland Islands,5218.242477272728,38.56
Perth and Kinross,7475.818164705883,242.76
Highland,5609.0126,452.29
Glasgow City,2490.179727272727,441.14
Dumfries and Galloway,7811.776,254.6
Moray,4976.5044,242.21
Orkney Islands,3611.9327045454543,44.59
Clackmannanshire,3384.7558,115.76
"Edinburgh, City of",2490.179727272727,403.86
South Ayrshire,2883.8987727272724,235.38
North Lanarkshire,3098.0734090909095,455.84
Shetland Islands,11950.891431818181,35.94
Orkney Islands,10698.076363636363,41.01
Na h-Eileanan Siar,5042.272599999999,44.28
Shetland Islands,6786.6456,37.68
Shetland Islands,3651.357886363636,35.41
Na h-Eileanan Siar,3795.1809999999996,47.39
West Dunbartonshire,2490.179727272727,186.66
Fife,1020.61464,390.15
Shetland Islands,8289.410863636364,38.18
Inverclyde,1020.61464,189.29
Orkney Islands,7475.818164705883,42.86
Na h-Eileanan Siar,7606.9688,45.63
Stirling,5385.0844,134.88
Dundee City,4256.321318181818,298.12
Perth and Kinross,4877.756804117647,246.92
Moray,8266.496,249.22
Na h-Eileanan Siar,4524.5622,44.16
North Lanarkshire,2490.179727272727,512.66
Shetland Islands,4938.270409090909,38.56
Orkney Islands,5976.111681818182,41.67
Dumfries and Galloway,5757.4084772727265,266.46
Fife,5142.588750000001,349.22
Dumfries and Galloway,2792.52825,247.79
Highland,5599.7866,422.99
Perth and Kinross,16707.752727272724,246.92
Angus,4731.1563,163.47
Orkney Islands,2777.077840909091,42.22
Dumfries and Galloway,3069.2266,269.9
Inverclyde,1020.61464,163.65
Glasgow City,2586.078818181818,428.93
Falkirk,6779.000181818182,312.39
Na h-Eileanan Siar,2490.179727272727,45.62
Angus,4888.8574,175.71
Na h-Eileanan Siar,3491.6456,42.94
Shetland Islands,5411.372590909091,37.68
Scottish Borders,5562.946431818182,294.4
Perth and Kinross,7811.776,245.47
Moray,4571.787014117647,249.65
South Lanarkshire,3004.5717954545453,464.41
Glasgow City,2490.179727272727,496.13
East Lothian,2490.179727272727,221.34
Orkney Islands,3774.3565999999996,38.54
North Lanarkshire,2795.478,423.32
Perth and Kinross,6137.267,228.37
Na h-Eileanan Siar,5657.3101,45.14
West Dunbartonshire,2490.179727272727,186.17
Moray,8266.496,240.79
Orkney Islands,2657.203977272727,39.87
Angus,5684.9294,175.71
Moray,4602.090818181819,240.79
Stirling,4505.8466,133.39
Orkney Islands,3586.1462,41.01
Orkney Islands,4176.873799999999,41.97
Na h-Eileanan Siar,4082.1096,48.02
North Ayrshire,7916.6988,291.7
Aberdeenshire,1809.2217799999999,559.32
Fife,3351.9396136363634,411.33
Na h-Eileanan Siar,3555.6534,46.51
Angus,3272.556477272727,208.56
Shetland Islands,4243.534772727273,37.31
Argyll and Bute,1778.5739999999996,202.11
Argyll and Bute,8266.496,171.66
Orkney Islands,3863.8487999999998,41.67
South Ayrshire,5778.9028,248.93
Glasgow City,4017.37275,533.27
Orkney Islands,7734.528068181818,40.88
Highland,6254.4854318181815,511.39
Scottish Borders,6634.618772727273,237.24
Scottish Borders,4876.202386363635,240.66
Orkney Islands,4836.777204545454,38.03
East Renfrewshire,1020.61464,144.32
Argyll and Bute,8812.327295454545,164.25
Orkney Islands,3781.088045454546,41.56
East Lothian,3241.655659090909,189.57
Fife,2490.179727272727,346.91
Perth and Kinross,3782.0009999999997,252.02
South Lanarkshire,4713.440318181818,570.51
Scottish Borders,3527.4882272727273,240.03
Shetland Islands,3427.0636,38.56
Na h-Eileanan Siar,2490.179727272727,49.68
Dumfries and Galloway,8266.496,254.6
Scottish Borders,3274.9539545454545,252.54
Na h-Eileanan Siar,8266.496,47.39
Inverclyde,5613.293454545455,163.22
Inverclyde,3168.3028999999997,165.6
Shetland Islands,6579.8514,35.94
Orkney Islands,15994.63643181818,40.88
Highland,3530.3948,418.31
Aberdeenshire,8266.496,471.22
Dundee City,9330.981545454544,250.21
Na h-Eileanan Siar,6701.370999999999,44.16
Aberdeen City,1020.61464,497.79
Orkney Islands,9573.12675,39.75
Scottish Borders,6617.8764599999995,248.08
Argyll and Bute,11026.797136363637,171.66
Inverclyde,2490.179727272727,188.79
Glasgow City,2889.2265,441.14
Na h-Eileanan Siar,1709.44875,51.33
Argyll and Bute,4681.473954545454,167.45
East Lothian,6221.986295454545,173.27
Argyll and Bute,4133.783590909091,165.22
Shetland Islands,8266.496,34.94
Orkney Islands,5908.183159090909,41.56
Shetland Islands,5388.2476,37.56
Highland,6625.6204800000005,451.05
Dumfries and Galloway,4909.4182,254.5
Highland,7341.010282941177,454.66
North Lanarkshire,2490.179727272727,512.66
Moray,8521.1392,241.33
Angus,2490.179727272727,230.16
Shetland Islands,6533.391954545455,37.78
Argyll and Bute,3127.3759090909093,167.43
Highland,7475.818164705883,437.16
Aberdeenshire,5629.0462,460.68
"Edinburgh, City of",3312.2480454545453,403.86
"Edinburgh, City of",3242.454818181818,385.31
Orkney Islands,5970.935399999999,38.03
Dundee City,6771.80775,268.47
Shetland Islands,7351.997249999999,38.18
Na h-Eileanan Siar,8521.1392,44.28
Na h-Eileanan Siar,10133.070886363637,42.94
Na h-Eileanan Siar,5945.761600000001,46.16
Argyll and Bute,5647.923681818182,165.22
Shetland Islands,16707.752727272724,34.94
Argyll and Bute,3403.2078,159.71
Highland,6020.887599999999,449.63
Dumfries and Galloway,2311.5083999999997,247.79
Scottish Borders,2490.179727272727,245.55
"Edinburgh, City of",2490.179727272727,349.16
Perth and Kinross,4745.3272,245.47
Orkney Islands,8266.496,38.03
Angus,4244.067545454545,182.94
Orkney Islands,4204.109590909091,39.75
East Lothian,4126.5262,185.82
Orkney Islands,8234.864,39.12
Shetland Islands,5986.6203,38.56
Glasgow City,1020.61464,441.14
Highland,5509.371799999999,449.63
Shetland Islands,5846.647999999999,35.94
Highland,2490.179727272727,539.67
Na h-Eileanan Siar,3896.4364764705883,46.24
East Dunbartonshire,6959.97855,155.14
Orkney Islands,11978.595613636364,38.03
Orkney Islands,5549.438999999999,40.96
Midlothian,3732.339340909091,133.39
North Ayrshire,2490.179727272727,363.86
Scottish Borders,7475.818164705883,239.28
Shetland Islands,16707.752727272724,35.94
Midlothian,1020.61464,170.27
Highland,4962.6654,449.63
Fife,2490.179727272727,427.19
Orkney Islands,7711.7498,39.12
"Edinburgh, City of",2811.974454545454,403.86
Angus,8831.507113636364,187.05
South Lanarkshire,7098.6162,459.16
Dumfries and Galloway,6712.837599999999,254.6
Na h-Eileanan Siar,7757.089,45.63
Argyll and Bute,3698.1386,164.25
Argyll and Bute,1125.53662,160.47
Na h-Eileanan Siar,3252.044727272727,55.07
Perth and Kinross,4378.592659090909,299.66
Shetland Islands,6117.296454545454,36.15
Na h-Eileanan Siar,5370.586399999999,45.63
East Ayrshire,8266.496,212.26
Argyll and Bute,3032.3226,165.22
Scottish Borders,6790.4678,236.63
Shetland Islands,1992.64418,36.73
Orkney Islands,5428.421318181819,41.97
North Ayrshire,12008.430886363636,271.38
East Lothian,5515.3027999999995,191.88
Na h-Eileanan Siar,8240.795,45.63
Highland,5602.554399999999,430.23
Shetland Islands,6475.63104,37.68
Highland,6612.669599999999,422.99
Na h-Eileanan Siar,4459.7166,46.3
South Lanarkshire,3149.7523636363635,445.6
Highland,7903.68340909091,446.62
Orkney Islands,3001.375159090909,41.97
Argyll and Bute,6917.254704545454,168.25
Moray,3924.7403999999997,231.0
West Lothian,7218.537681818182,332.6
Aberdeenshire,8266.496,471.22
East Lothian,2490.179727272727,220.99
Shetland Islands,8117.058886363636,40.43
Angus,2490.179727272727,230.16
Angus,3699.135,180.4
Orkney Islands,5864.7621818181815,39.12
Argyll and Bute,4845.7588,174.59
Aberdeenshire,5859.9598,472.27
Shetland Islands,4117.800409090909,36.63
Orkney Islands,2914.5332045454547,44.0
Dundee City,7923.396000000001,253.56
Perth and Kinross,1164.2934,266.37
Na h-Eileanan Siar,7811.776,42.94
South Lanarkshire,4677.1866,468.82
Na h-Eileanan Siar,7693.504568181817,42.94
Na h-Eileanan Siar,2490.179727272727,43.15
Fife,9683.410704545455,326.13
Scottish Borders,8266.496,239.28
Argyll and Bute,9602.962022727272,179.97
Scottish Borders,6379.476081176471,239.28
Shetland Islands,7184.440227272727,37.78
Orkney Islands,4336.3517999999995,39.75
Stirling,4812.8088,140.17
East Lothian,4845.301568181819,186.24
Orkney Islands,6114.366204545455,42.53
Shetland Islands,10301.693454545455,38.28
Argyll and Bute,2946.4995681818177,187.25
South Lanarkshire,5843.0894,456.64
Na h-Eileanan Siar,5144.681199999999,46.16
East Lothian,4819.462090909091,199.68
Na h-Eileanan Siar,5382.602863636363,45.62
Glasgow City,1895.80152,510.25
Perth and Kinross,7444.699704545455,228.37
Scottish Borders,4735.8376,248.08
"Edinburgh, City of",3563.983159090909,403.86
Na h-Eileanan Siar,4859.7296,46.16
East Renfrewshire,8160.479863636363,172.13
Shetland Islands,6662.3582,37.56
Na h-Eileanan Siar,7562.1568,42.94
Na h-Eileanan Siar,5988.898227272726,47.05
Argyll and Bute,4372.0696,176.24
Shetland Islands,4216.096977272728,38.18
Aberdeenshire,8150.775599999999,466.01
Dumfries and Galloway,3925.1358,246.98
Shetland Islands,13430.401295454543,35.41
Dundee City,1035.68148,306.07
South Lanarkshire,3882.847636363636,563.68
Aberdeenshire,8266.496,471.22
Aberdeenshire,10908.52159090909,494.02
Orkney Islands,4138.844931818182,38.03
Argyll and Bute,3352.76145,172.2
Shetland Islands,14049.483204545453,37.56
Perth and Kinross,7304.0477045454545,234.27
Inverclyde,1341.4946599999998,163.22
Highland,8266.496,487.79
Dumfries and Galloway,4143.792,257.44
Clackmannanshire,2922.5247954545457,113.88
Highland,7824.1752,483.99
Shetland Islands,9455.91675,34.94
South Ayrshire,7967.046399999999,247.47
Dumfries and Galloway,4127.1239318181815,277.1
Na h-Eileanan Siar,7938.577599999999,44.76
Argyll and Bute,4457.476,176.24
Dundee City,3546.6680454545453,257.74
Stirling,3714.2250681818177,167.32
Orkney Islands,6203.694199999999,39.12
Orkney Islands,5640.6446,40.88
Argyll and Bute,2700.624954545455,199.51
Dumfries and Galloway,4161.7168,244.25
Angus,8266.496,173.77
Shetland Islands,2073.76492,40.97
Clackmannanshire,7082.28665,114.6
"Edinburgh, City of",6756.623727272727,416.45
East Dunbartonshire,2490.179727272727,184.15
"Edinburgh, City of",6232.3753636363635,434.09
Dundee City,7978.804363636363,298.12
Highland,7716.7582,431.36
East Lothian,4788.9529999999995,171.86
Argyll and Bute,3773.6292272727273,183.15
Orkney Islands,7552.053409090909,42.53
Shetland Islands,3395.5634,36.63
East Renfrewshire,6141.804,150.98
Dumfries and Galloway,6942.169599999999,239.51
Highland,4961.2155999999995,471.39
Orkney Islands,3560.7087999999994,43.43
Na h-Eileanan Siar,4048.49775,46.51
North Ayrshire,11965.54268181818,330.09
Shetland Islands,16397.146227272726,36.52
Perth and Kinross,4489.6352,228.37
Dumfries and Galloway,7475.818164705883,254.6
Na h-Eileanan Siar,4809.872181818182,44.54
Angus,3031.7432045454543,187.4
South Ayrshire,6136.739799999999,237.41
Argyll and Bute,3221.4102954545456,191.4
South Ayrshire,5548.295181818181,248.9
Na h-Eileanan Siar,7021.908599999999,44.16
North Lanarkshire,1390.51648,470.95
West Dunbartonshire,2324.00548,186.66
Orkney Islands,5093.9382,40.88
Dundee City,6670.847318181818,260.78
Renfrewshire,3731.2737954545455,426.09
Orkney Islands,8864.272636363636,40.41
North Lanarkshire,2490.179727272727,457.04
Orkney Islands,6107.706545454545,41.97
Angus,8104.7774,163.47
Na h-Eileanan Siar,3505.0891999999994,46.3
Na h-Eileanan Siar,15885.684409090909,47.84
North Lanarkshire,3849.549340909091,416.8
Orkney Islands,8266.496,38.54
Perth and Kinross,16707.752727272724,257.35
Inverclyde,1646.42645,158.7
South Lanarkshire,2490.179727272727,452.57
Highland,8002.500599999999,422.99
Shetland Islands,6321.2598,37.56
Argyll and Bute,2893.0099999999998,176.24
South Lanarkshire,4312.04555,429.58
Moray,7615.1404,230.39
Na h-Eileanan Siar,4290.4854,45.63
Highland,3776.729,438.56
Dundee City,2595.1359545454548,257.74
