RegName,energy_cost,weight,aagph1819
Argyll and Bute,2198.1655,177.76,
Shetland Islands,4093.4575000000004,38.82,
Aberdeenshire,8262.545499999998,454.17,
Fife,4244.1535,399.59,
Moray,6981.5035,223.01,
Na h-Eileanan Siar,7757.0335000000005,43.9,
"Edinburgh, City of",1452.8754999999999,464.12,
Na h-Eileanan Siar,3947.4235,47.89,
South Lanarkshire,2142.7255000000005,420.42,
East Lothian,3765.4795000000004,207.83,
Dundee City,1452.8754999999999,302.69,
Na h-Eileanan Siar,7150.847500000001,48.9,
Highland,4968.527500000001,365.1,
Scottish Borders,7045.7635,251.5,
Perth and Kinross,7566.7735,234.56,
Orkney Islands,4515.9355000000005,46.27,
South Ayrshire,1786.5235,239.44,
Aberdeenshire,6718.919500000001,465.63,
Aberdeen City,1452.8754999999999,457.87,
East Lothian,2228.5315,209.78,
Highland,7160.297500000001,398.29,
Na h-Eileanan Siar,1452.8754999999999,55.79,
Orkney Islands,4932.239500000001,47.24,
Na h-Eileanan Siar,1452.8754999999999,55.48,
Scottish Borders,2001.59694,268.79,
Aberdeenshire,2221.9795000000004,465.63,
South Lanarkshire,4302.239500000001,429.78,
Argyll and Bute,3727.1755000000003,180.9,
Aberdeen City,3062.9035000000003,492.7,
Orkney Islands,4713.7555,43.0,
Argyll and Bute,4869.4915,186.74,
Angus,7187.135500000001,270.6,
Na h-Eileanan Siar,4142.597500000001,45.14,
Dumfries and Galloway,6109.4574999999995,233.3,
Na h-Eileanan Siar,3183.4855,52.83,
Shetland Islands,3373.3675000000003,36.7,
Na h-Eileanan Siar,1874.8495,47.71,
Falkirk,3323.9754999999996,287.1,
"Edinburgh, City of",1504.2835,385.64,
Moray,7474.919500000001,189.97,
Shetland Islands,5990.5135,33.07,
Na h-Eileanan Siar,4375.6975,47.89,
Scottish Borders,1821.0475,365.0,
Orkney Islands,3205.5355,50.48,
Aberdeenshire,1452.8754999999999,522.01,
Orkney Islands,6683.5135,47.24,
Highland,8262.545499999998,326.3,
Shetland Islands,2397.92034,34.72,
Glasgow City,1549.1395,461.49,
Shetland Islands,3414.0654999999997,33.88,
Highland,7320.3175,335.31,
Na h-Eileanan Siar,3407.0095,51.53,
Na h-Eileanan Siar,5967.7074999999995,46.4,
Orkney Islands,2506.3615,43.74,
Argyll and Bute,3978.1675000000005,174.79,
Shetland Islands,4941.8155,36.07,
Na h-Eileanan Siar,8262.545499999998,46.4,
Aberdeenshire,2975.8375000000005,420.51,
Na h-Eileanan Siar,6575.4055,46.4,
Fife,1093.87442,371.34,
Highland,5306.5855,427.01,
Na h-Eileanan Siar,2570.8734999999997,51.18,
Renfrewshire,1764.9775000000002,394.37,
Orkney Islands,4527.9055,46.1,
Shetland Islands,5000.5315,35.94,
Inverclyde,2376.7075000000004,179.91,
Dumfries and Galloway,8262.545499999998,289.56,
Moray,8262.545499999998,223.01,
Shetland Islands,5867.285500000001,38.82,
East Dunbartonshire,1452.8754999999999,199.24,
Dumfries and Galloway,3926.2555,240.49,
Angus,3068.6995000000006,250.55,
Shetland Islands,2487.0834999999997,35.94,
Na h-Eileanan Siar,6221.849500000001,43.9,
Shetland Islands,5842.7155,39.8,
Moray,8262.545499999998,200.05,
Dumfries and Galloway,2993.9815,304.25,
Falkirk,2755.7155000000002,275.06,
Aberdeenshire,5440.7755,477.39,
Orkney Islands,4513.9195,40.24,
Na h-Eileanan Siar,1976.9095,55.48,
Argyll and Bute,4151.2915,158.99,
Highland,8262.545499999998,398.29,
South Ayrshire,8262.545499999998,213.04,
Orkney Islands,3436.3675000000003,42.53,
Stirling,4632.4855,155.39,
East Lothian,5058.6175,173.18,
Perth and Kinross,2330.4655000000002,294.08,
Aberdeen City,1452.8754999999999,332.23,
Shetland Islands,8262.545499999998,36.84,
Na h-Eileanan Siar,6537.4795,52.83,
Na h-Eileanan Siar,5203.0135,47.58,
Na h-Eileanan Siar,1452.8754999999999,53.15,
Na h-Eileanan Siar,3063.0294999999996,53.94,
Highland,3028.1275000000005,448.67,
Dundee City,1503.9054999999998,285.35,
Argyll and Bute,1731.0835,187.11,
Shetland Islands,4618.499500000001,40.76,
East Renfrewshire,1784.5075,182.32,
Midlothian,7039.967500000001,148.08,
Scottish Borders,2458.7335000000003,251.5,
Orkney Islands,8262.545499999998,47.24,
Argyll and Bute,2411.2315,154.59,
West Lothian,2871.0055,331.83,
Na h-Eileanan Siar,8262.545499999998,51.53,
Dundee City,3114.6895000000004,252.9,
Orkney Islands,5303.057500000001,40.24,
Shetland Islands,4104.0415,32.94,
Shetland Islands,2865.9655000000002,39.8,
Midlothian,3834.7795000000006,129.63,
Moray,2484.3115,189.97,
Aberdeen City,3985.7275,366.53,
Highland,1472.9095,463.23,
Angus,1771.7815000000003,285.87,
Moray,3841.5835000000006,189.97,
East Dunbartonshire,1472.2795,186.24,
Aberdeenshire,8262.545499999998,397.89,
Shetland Islands,4501.8235,33.88,
Highland,1812.7315,440.26,
Scottish Borders,3172.1455000000005,281.41,
Moray,5332.793500000001,194.66,
Scottish Borders,4174.601500000001,257.7,
Highland,4147.8895,365.1,
East Lothian,4276.913500000001,173.18,
Shetland Islands,7002.167500000001,35.71,
"Edinburgh, City of",1546.20716,420.69,
South Lanarkshire,2542.6495000000004,419.2,
Shetland Islands,8262.545499999998,38.82,
Shetland Islands,4127.8555,33.07,
Orkney Islands,1452.8754999999999,60.04,
Na h-Eileanan Siar,4591.409500000001,46.4,
Na h-Eileanan Siar,8262.545499999998,47.89,
Dundee City,3883.5415000000003,268.26,
South Ayrshire,1452.8754999999999,178.67,
Na h-Eileanan Siar,7357.235500000001,47.89,
Highland,7527.3355,365.1,
Glasgow City,2376.3295,398.5,
Orkney Islands,2736.1855000000005,46.1,
South Lanarkshire,5369.9635,422.08,
Dumfries and Galloway,1615.6675,211.81,
Falkirk,4418.9155,285.78,
Orkney Islands,6233.0635,42.41,
Moray,8262.545499999998,249.53,
Na h-Eileanan Siar,6062.7115,43.9,
Clackmannanshire,5862.623500000001,103.52,
Glasgow City,1009.3690999999999,461.49,
North Lanarkshire,1452.8754999999999,395.11,
Na h-Eileanan Siar,2943.2035000000005,53.94,
Shetland Islands,3640.4875,35.94,
Orkney Islands,4127.4775,43.74,
Na h-Eileanan Siar,3487.1454999999996,52.83,
Dumfries and Galloway,2291.1535000000003,220.45,
Shetland Islands,3575.3455000000004,39.8,
Orkney Islands,8262.545499999998,47.24,
Midlothian,6094.4635,129.63,
Highland,3217.1275000000005,439.41,
Shetland Islands,5950.3195000000005,34.01,
Inverclyde,1009.3690999999999,179.91,
North Lanarkshire,1015.81072,457.57,
Moray,1497.2275000000002,221.49,
"Edinburgh, City of",1452.8754999999999,452.69,
Highland,3285.9235,401.29,
Perth and Kinross,5773.289500000001,282.3,
Shetland Islands,2015.0874999999999,34.85,
Orkney Islands,6995.3635,40.24,
Na h-Eileanan Siar,6462.257500000001,43.9,
Orkney Islands,6493.883500000001,41.38,
Shetland Islands,2926.6975,39.65,
Shetland Islands,5812.0975,35.71,
Shetland Islands,3463.4575000000004,38.55,
Perth and Kinross,3042.1135000000004,236.64,
Na h-Eileanan Siar,3527.0875000000005,50.29,
Na h-Eileanan Siar,3392.6454999999996,53.94,
Inverclyde,1454.05924,196.27,
Scottish Borders,6202.1935,295.24,
Dumfries and Galloway,4006.3915000000006,221.27,
Orkney Islands,3629.1475,48.43,
Angus,2570.7475000000004,221.36,
Perth and Kinross,8262.545499999998,282.3,
East Renfrewshire,1747.4635,230.34,
South Ayrshire,3786.6475,181.48,
Orkney Islands,7613.771500000001,47.24,
East Ayrshire,6620.009500000001,195.26,
Moray,2869.1155,256.32,
Midlothian,8262.545499999998,151.81,
Orkney Islands,7276.973500000001,47.24,
Argyll and Bute,1491.5575,197.22,
"Edinburgh, City of",4705.5655,407.6,
Highland,6859.409500000001,458.04,
Shetland Islands,8070.8995,36.07,
Shetland Islands,5733.3475,33.07,
Aberdeenshire,6616.2295,386.89,
Orkney Islands,2018.6154999999999,43.46,
Shetland Islands,4165.0255,33.07,
South Ayrshire,3388.1095000000005,185.96,
"Edinburgh, City of",1452.8754999999999,385.64,
Dumfries and Galloway,5030.393500000001,259.74,
Argyll and Bute,2490.4855,177.76,
