RegName,energy_cost,weight
Angus,4568.9299,163.47
Na h-Eileanan Siar,1975.9342000000001,46.3
Na h-Eileanan Siar,8722.827818181817,47.84
North Lanarkshire,2113.7871818181816,416.8
Orkney Islands,4660.096,38.54
Perth and Kinross,9174.225454545453,257.35
Inverclyde,1098.4548366666663,158.7
South Lanarkshire,1367.3574545454544,452.57
Highland,4511.2731,422.99
Shetland Islands,3563.5023,37.56
Argyll and Bute,1630.885,176.24
South Lanarkshire,2876.889696666666,429.58
Moray,4292.9054,230.39
Na h-Eileanan Siar,2418.6879,45.63
Highland,2129.0665,438.56
Dundee City,1424.988909090909,257.74
Orkney Islands,4480.8844,40.88
East Lothian,3895.549,193.67
Shetland Islands,3817.425636363636,36.63
Dumfries and Galloway,3714.7028,254.6
Argyll and Bute,3067.9956,171.66
Na h-Eileanan Siar,2310.3777272727266,44.42
Scottish Borders,3418.9888,239.28
Shetland Islands,4640.94109090909,35.94
Argyll and Bute,2271.6135766666666,172.66
Na h-Eileanan Siar,2087.087,48.02
Shetland Islands,5050.0659090909085,36.64
Orkney Islands,3523.1249090909087,41.97
Na h-Eileanan Siar,2624.3503,45.63
Shetland Islands,2603.6949,35.41
Dumfries and Galloway,4626.606363636363,257.44
Dumfries and Galloway,3623.3138,286.41
Shetland Islands,4660.096,37.78
Na h-Eileanan Siar,1704.369818181818,46.3
Argyll and Bute,3637.8027272727268,172.66
Dumfries and Galloway,5504.056320000001,254.6
Na h-Eileanan Siar,5211.822933333333,44.87
West Dunbartonshire,5348.608545454545,187.12
Na h-Eileanan Siar,4332.6559,44.76
Na h-Eileanan Siar,6081.873727272727,47.39
Orkney Islands,4660.096,41.97
Scottish Borders,4035.225727272727,240.66
Na h-Eileanan Siar,2649.45412,45.14
Highland,4660.096,418.31
Highland,4660.096,430.23
South Lanarkshire,1768.2909999999997,445.6
Argyll and Bute,3439.6031818181814,196.86
Highland,5502.633727272726,430.23
Na h-Eileanan Siar,1683.5990909090908,50.35
Perth and Kinross,3349.5926,246.92
Moray,2162.7987000000003,258.33
East Renfrewshire,1936.6509090909087,156.21
East Lothian,4971.445458823529,185.31
Dumfries and Galloway,3214.4894545454545,266.46
Orkney Islands,4660.096,39.64
Perth and Kinross,1932.3944000000001,228.37
Highland,4438.1619,483.99
Inverclyde,1527.0872727272724,197.31
"Edinburgh, City of",1367.3574545454544,403.86
Na h-Eileanan Siar,4473.976392,42.94
East Dunbartonshire,1524.0155454545452,160.71
Aberdeenshire,2496.9258,438.39
Orkney Islands,4377.1616,40.88
Argyll and Bute,3695.1619,159.71
Scottish Borders,2970.652818181818,256.22
Orkney Islands,1451.1533,39.12
Argyll and Bute,1367.3574545454544,174.74
Na h-Eileanan Siar,3392.0179,45.63
Highland,4660.096,449.63
Perth and Kinross,1367.3574545454544,313.18
Angus,2142.4404999999997,175.71
Na h-Eileanan Siar,3279.3048,44.28
Dumfries and Galloway,2138.214727272727,237.47
Orkney Islands,4660.096,41.97
Midlothian,4660.096,138.37
Shetland Islands,7503.644636363635,37.78
Shetland Islands,2983.5165,34.94
Orkney Islands,3488.604545454545,38.77
Na h-Eileanan Siar,5131.978636363636,46.3
Orkney Islands,3726.8828181818176,39.75
Shetland Islands,4694.4769090909085,37.78
Aberdeenshire,2748.6108181818176,448.53
Na h-Eileanan Siar,1690.7664545454543,46.3
Aberdeenshire,5103.162909090909,453.54
Angus,2662.0173636363634,192.16
East Lothian,2473.2060899999997,183.77
Highland,1417.0495999999998,438.59
Orkney Islands,3833.661909090909,41.01
Angus,5292.878636363635,197.33
Orkney Islands,8075.863545454544,40.88
Shetland Islands,6641.659454545454,36.03
East Lothian,6073.389909090908,183.16
North Ayrshire,1367.3574545454544,311.3
"Edinburgh, City of",1367.3574545454544,403.86
Na h-Eileanan Siar,6930.54809090909,44.76
Na h-Eileanan Siar,3495.186818181817,44.87
Shetland Islands,1665.72784,38.28
Na h-Eileanan Siar,1367.3574545454544,46.42
Shetland Islands,6117.418,34.94
"Edinburgh, City of",548.16672,385.31
Fife,1367.3574545454544,387.11
Dumfries and Galloway,1793.303636363636,281.55
Highland,5211.822933333333,449.63
Stirling,1461.2645454545452,150.05
Dumfries and Galloway,3915.6843000000003,257.44
South Lanarkshire,1367.3574545454544,565.17
Perth and Kinross,4304.7191,246.92
"Edinburgh, City of",2533.1510909090907,434.09
Dumfries and Galloway,1427.6745,243.61
Aberdeenshire,5440.906636363636,466.01
Orkney Islands,4660.096,40.88
Shetland Islands,2633.6378,36.03
Na h-Eileanan Siar,3920.3651999999997,44.28
Orkney Islands,2010.8552,38.03
Highland,3210.289992,457.11
Angus,1367.3574545454544,193.82
Orkney Islands,3059.732909090909,40.41
Orkney Islands,3438.1404545454543,41.97
Moray,2158.2664,275.03
Dundee City,1367.3574545454544,298.12
Aberdeenshire,4660.096,466.01
Glasgow City,548.16672,442.3
North Lanarkshire,1600.5161818181816,457.04
Aberdeenshire,2007.2888000000003,433.55
Highland,3146.765181818181,466.79
Orkney Islands,1367.3574545454544,44.0
Perth and Kinross,2990.3166466666667,252.02
Na h-Eileanan Siar,1684.476727272727,46.3
North Lanarkshire,1367.3574545454544,457.04
Shetland Islands,3744.142999999999,38.18
Dumfries and Galloway,1368.2350909090908,315.11
Angus,4660.096,163.47
"Edinburgh, City of",4185.620996470589,362.19
Perth and Kinross,2465.7198,261.29
South Ayrshire,4187.788181818181,302.1
Aberdeen City,612.26024,430.37
Na h-Eileanan Siar,2816.7739090909085,49.68
Glasgow City,548.16672,496.13
Shetland Islands,4265.043642352941,34.94
Shetland Islands,2088.5808799999995,39.08
South Lanarkshire,2285.218818181818,445.6
Scottish Borders,6211.617636363635,239.28
Midlothian,2024.07688,159.1
Na h-Eileanan Siar,1287.7490433333332,45.14
Orkney Islands,4660.096,39.22
East Ayrshire,3848.9629,222.53
Glasgow City,1367.3574545454544,442.3
Perth and Kinross,4385.11009090909,246.89
East Dunbartonshire,1367.3574545454544,177.35
East Lothian,2951.7160999999996,217.16
Dumfries and Galloway,1367.3574545454544,264.19
Na h-Eileanan Siar,1825.7761818181816,43.15
Dumfries and Galloway,8799.035909090908,280.74
Orkney Islands,2403.114636363636,34.51
Shetland Islands,2621.3783000000003,40.52
Shetland Islands,2653.46,40.94
Argyll and Bute,4404.385884,178.44
Na h-Eileanan Siar,2122.124727272727,62.02
Perth and Kinross,5054.257500000001,239.14
Perth and Kinross,5054.257500000001,232.51
Fife,1451.7568181818178,523.2
Glasgow City,1364.2857272727272,346.42
Angus,8254.462545454544,172.13
Na h-Eileanan Siar,2053.522818181818,45.39
Na h-Eileanan Siar,4876.293909090908,52.13
Shetland Islands,5608.681454545454,36.68
Argyll and Bute,3116.633,174.47
Glasgow City,1364.2857272727272,488.12
Stirling,8488.352636363636,173.92
Highland,3150.5682727272724,494.74
Orkney Islands,5969.6019,36.46
Na h-Eileanan Siar,3193.6369,43.15
South Ayrshire,1282.7894999999999,201.85
Shetland Islands,3462.2314000000006,39.4
Dumfries and Galloway,1940.7465454545452,239.64
Na h-Eileanan Siar,3620.1932,52.13
Dumfries and Galloway,2516.2438,215.32
Scottish Borders,3300.0179233333333,208.03
Na h-Eileanan Siar,1364.2857272727272,43.15
Shetland Islands,1733.80888,40.94
Na h-Eileanan Siar,1911.2932,46.35
Inverclyde,1978.0460909090907,229.0
Shetland Islands,2625.5954545454542,40.02
Orkney Islands,2159.5705454545455,34.39
Glasgow City,1364.2857272727272,474.58
Dumfries and Galloway,1364.2857272727272,312.17
Orkney Islands,3703.7064,32.53
Orkney Islands,2266.2986,33.45
Stirling,1925.4845,163.23
Perth and Kinross,5054.257500000001,261.51
Falkirk,1364.2857272727272,250.44
Shetland Islands,4062.139909090908,40.52
Perth and Kinross,5054.257500000001,260.61
Na h-Eileanan Siar,5969.6019,51.95
Dumfries and Galloway,5054.257500000001,259.86
Glasgow City,1437.5683636363635,364.42
Perth and Kinross,5391.941602941176,260.61
Na h-Eileanan Siar,4327.9007,46.35
"Edinburgh, City of",1364.2857272727272,477.44
East Ayrshire,5387.502812352941,267.16
Highland,5054.257500000001,425.98
Falkirk,2901.037848,266.91
Highland,3562.618545454545,425.98
Moray,2518.5471,158.08
Glasgow City,1364.2857272727272,364.42
Perth and Kinross,2125.6486999999997,239.14
Dumfries and Galloway,2369.8338366666662,265.8
Scottish Borders,5054.257500000001,235.63
Highland,5391.941602941176,380.05
Scottish Borders,2679.7038000000002,219.35
Dumfries and Galloway,4132.935909090908,267.47
Aberdeenshire,2940.1252999999997,408.33
Highland,1364.2857272727272,561.58
Argyll and Bute,7723.78509090909,206.34
South Lanarkshire,1798.8772999999999,454.77
Glasgow City,546.93528,488.12
Dumfries and Galloway,5054.257500000001,246.46
Na h-Eileanan Siar,7345.377545454545,52.13
West Dunbartonshire,1364.2857272727272,146.09
Shetland Islands,6618.548363636363,51.07
Shetland Islands,1821.9103,44.75
Glasgow City,2103.255545454545,499.23
"Edinburgh, City of",1708.172909090909,471.16
Scottish Borders,1477.6783999999998,210.81
Highland,2993.547,353.78
Dundee City,2074.5860909090907,357.64
Orkney Islands,1866.878818181818,36.46
Shetland Islands,2285.6909,44.75
Angus,546.93528,258.81
Midlothian,3342.039272727272,120.47
East Lothian,2338.506393333333,179.75
Moray,1364.2857272727272,264.61
Orkney Islands,2459.7015,33.45
South Ayrshire,2811.2148,199.51
Na h-Eileanan Siar,2838.5555759999997,43.15
Angus,2494.1023999999998,187.59
Fife,4527.433454545454,355.01
Angus,1788.0378181818178,277.41
Moray,3716.4116999999997,168.04
Orkney Islands,5054.257500000001,36.58
Orkney Islands,2376.5598,33.04
Orkney Islands,2988.4203,34.51
Orkney Islands,4395.3651,36.46
Highland,4374.5784545454535,431.66
Perth and Kinross,1729.9895033333332,239.14
Angus,1755.272727272727,246.64
Orkney Islands,2180.8536,34.51
Orkney Islands,2564.453454545454,33.45
Aberdeenshire,5054.257500000001,428.88
Shetland Islands,2655.33648,47.93
Orkney Islands,9950.202272727272,42.16
Angus,2763.384363636363,217.73
Na h-Eileanan Siar,4721.4483119999995,46.35
Dumfries and Galloway,4649.927172,259.86
Angus,2002.1810909090905,235.22
Scottish Borders,2837.2198,226.46
Aberdeenshire,3348.3289999999997,514.82
Glasgow City,1364.2857272727272,488.12
Stirling,2199.5772,155.16
Aberdeenshire,3908.9923636363633,368.14
Na h-Eileanan Siar,3006.9284545454543,44.38
Argyll and Bute,5108.721272727272,179.97
Orkney Islands,2853.7144,36.46
Na h-Eileanan Siar,1966.4980999999998,47.67
Aberdeen City,607.8036,392.62
Fife,1364.2857272727272,371.32
Na h-Eileanan Siar,8242.907,45.39
Aberdeenshire,2533.63,412.64
Orkney Islands,1364.2857272727272,37.22
Inverclyde,2947.3954545454544,214.92
Na h-Eileanan Siar,3575.0931,47.67
Scottish Borders,2316.374909090909,238.77
Orkney Islands,5054.257500000001,34.51
Dundee City,4302.173454545454,255.9
"Edinburgh, City of",4380.728,337.13
Shetland Islands,5047.725545454545,44.16
South Ayrshire,2714.383,209.6
Orkney Islands,5054.257500000001,38.68
East Lothian,4806.8385,189.27
Argyll and Bute,2619.5982727272726,204.42
Perth and Kinross,3604.297957647059,260.61
Argyll and Bute,5054.257500000001,190.13
Aberdeen City,551.68512,445.95
Argyll and Bute,7062.193545454545,190.13
Stirling,1364.2857272727272,229.28
Shetland Islands,5054.257500000001,44.16
Shetland Islands,4989.070181818181,42.94
"Edinburgh, City of",1364.2857272727272,432.35
Falkirk,2950.906,232.57
West Dunbartonshire,1364.2857272727272,216.0
Shetland Islands,5200.726818181817,39.4
Shetland Islands,1952.5946363636363,37.72
Na h-Eileanan Siar,4922.5235999999995,50.58
Na h-Eileanan Siar,7303.543545454544,48.76
Shetland Islands,6204.450272727272,39.4
Orkney Islands,1694.7087,39.2
Fife,3311.384904,386.88
Orkney Islands,3886.4101,35.5
Na h-Eileanan Siar,4348.8533,47.67
Scottish Borders,3910.1861,210.22
Shetland Islands,2262.8390909090904,40.02
Angus,1986.2619,178.14
Aberdeenshire,5054.257500000001,443.27
Dundee City,2222.1752727272724,276.3
Shetland Islands,4462.9781,43.62
Orkney Islands,2802.292909090909,36.94
Shetland Islands,6806.508818181817,39.4
West Lothian,1364.2857272727272,316.88
Na h-Eileanan Siar,2859.8070000000002,47.67
Argyll and Bute,9084.999090909088,176.99
Na h-Eileanan Siar,3499.0099,45.78
Highland,4963.3886,400.72
Midlothian,1489.0563636363636,177.85
Orkney Islands,1612.6815000000001,36.94
Dumfries and Galloway,1589.0541,246.46
Highland,2165.4214545454543,439.48
North Ayrshire,2869.8709090909088,218.03
Orkney Islands,4479.5470000000005,34.22
Falkirk,2735.8850909090906,281.69
Dumfries and Galloway,3406.8779,243.88
Highland,5629.598454545454,396.54
Glasgow City,3251.4964545454545,531.94
Highland,2439.3433,425.98
Glasgow City,1763.317727272727,488.12
Shetland Islands,2057.9614,39.4
Moray,1364.2857272727272,171.58
Argyll and Bute,2031.9564,184.87
Orkney Islands,4581.7838,36.46
Shetland Islands,2122.008,40.52
West Dunbartonshire,785.13096,200.14
"Edinburgh, City of",554.4998400000001,348.51
South Lanarkshire,1364.2857272727272,546.75
Highland,9950.202272727272,427.45
Shetland Islands,3199.4233636363633,36.68
Dumfries and Galloway,4544.6338000000005,259.86
Highland,2358.647727272727,390.89
Moray,3969.379392,177.18
Highland,3312.492181818181,414.2
Aberdeenshire,3696.7965,443.27
Orkney Islands,5227.641,39.74
Scottish Borders,1654.9296363636363,242.59
Angus,3233.3131,175.22
Orkney Islands,4141.858545454545,38.68
South Ayrshire,1830.1643636363635,280.74
Shetland Islands,3855.5756,44.16
South Ayrshire,2165.0005533333333,181.37
Shetland Islands,3095.5697272727266,38.58
Glasgow City,1364.2857272727272,533.78
Dumfries and Galloway,5391.941602941176,259.86
Orkney Islands,1364.2857272727272,33.71
Orkney Islands,2422.7744000000002,34.22
Argyll and Bute,3869.7912727272724,192.23
Dumfries and Galloway,1471.5115,263.32
Shetland Islands,5054.257500000001,44.31
Moray,1676.431727272727,167.14
Argyll and Bute,1820.0715454545452,247.35
Orkney Islands,2683.1216,35.5
Dundee City,1144.24232,339.97
East Ayrshire,4159.897668,233.41
Orkney Islands,4894.431727272727,36.46
Dumfries and Galloway,1663.8522727272725,268.61
Angus,546.93528,253.68
Orkney Islands,1364.2857272727272,34.39
Orkney Islands,2255.2279,36.46
Aberdeenshire,1364.2857272727272,529.18
Angus,2040.9433636363633,253.68
"Edinburgh, City of",559.95336,306.84
Aberdeenshire,3372.814104,399.24
Shetland Islands,2931.5808,41.94
Argyll and Bute,5054.257500000001,190.13
Dundee City,2085.4102727272725,381.07
Na h-Eileanan Siar,4875.566000000001,46.35
"Edinburgh, City of",1364.2857272727272,432.35
South Lanarkshire,1461.1838,425.34
Orkney Islands,3327.9713,36.46
East Lothian,1951.1319090909087,169.82
Shetland Islands,2614.617,44.16
Na h-Eileanan Siar,2441.4380909090905,45.78
East Lothian,3982.4057000000003,189.27
Angus,3745.6116,172.13
Na h-Eileanan Siar,2971.1084,52.13
Argyll and Bute,2055.0637,196.15
East Lothian,775.5139999999999,255.96
Orkney Islands,2280.4899,36.94
Orkney Islands,2958.5517,36.46
"Edinburgh, City of",5054.257500000001,304.68
Na h-Eileanan Siar,1772.3521999999998,48.76
Orkney Islands,2745.6822,36.94
Perth and Kinross,4216.6736,242.6
Na h-Eileanan Siar,3696.3118181818177,53.6
Na h-Eileanan Siar,5391.941602941176,48.76
Glasgow City,3266.8550909090904,474.58
Fife,5054.257500000001,345.16
Na h-Eileanan Siar,1586.5279,43.15
Orkney Islands,4873.8571,36.46
Shetland Islands,1327.2209,40.02
Glasgow City,1291.4287199999999,499.23
Aberdeenshire,5054.257500000001,467.38
Stirling,3683.293545454545,167.47
Na h-Eileanan Siar,2627.248,46.35
Midlothian,2048.839332,132.91
Midlothian,1364.2857272727272,186.48
Angus,2630.5915,176.05
Moray,4128.832044000001,164.94
South Ayrshire,3014.6639699999996,193.25
"Edinburgh, City of",1364.2857272727272,420.35
Na h-Eileanan Siar,2925.7853999999998,46.35
Na h-Eileanan Siar,2873.9983,46.35
Dumfries and Galloway,6309.035272727272,231.3
Glasgow City,1501.4895454545454,364.42
East Lothian,1364.2857272727272,196.06
Glasgow City,1372.915818181818,364.42
Argyll and Bute,2116.712636363636,179.35
Angus,3224.3999566666657,176.05
Argyll and Bute,3066.754,184.87
South Lanarkshire,3864.8631000000005,415.83
Moray,5054.257500000001,168.04
Perth and Kinross,2397.7353000000003,242.6
Dumfries and Galloway,2066.098490588235,245.13
Angus,2438.073818181818,206.62
Highland,4782.971909090908,390.89
Dumfries and Galloway,3574.6129090909085,283.22
Na h-Eileanan Siar,2458.405727272727,50.52
Orkney Islands,3201.0669000000003,36.46
Na h-Eileanan Siar,2518.6956999999998,50.58
Orkney Islands,1364.2857272727272,40.26
Inverclyde,546.93528,153.39
South Lanarkshire,546.93528,399.11
Shetland Islands,5552.659,51.07
Aberdeenshire,4254.342986470589,467.38
Moray,2594.8781818181815,170.28
Argyll and Bute,4287.954193333333,178.44
Aberdeenshire,4252.5605,408.33
Shetland Islands,3826.2019999999998,40.52
South Ayrshire,4642.403818181818,201.85
Shetland Islands,3367.344454545454,40.52
Highland,4286.229727272726,425.98
"Edinburgh, City of",1364.2857272727272,477.44
Falkirk,2989.375727272727,287.42
South Lanarkshire,546.93528,418.79
Shetland Islands,1774.0611,40.52
Angus,2805.8705005882352,204.45
East Renfrewshire,546.93528,141.71
Orkney Islands,4480.333636363635,34.22
Stirling,1559.2672727272725,191.45
Dumfries and Galloway,4016.502818181818,268.61
West Dunbartonshire,546.93528,200.14
Aberdeenshire,5054.257500000001,467.38
Na h-Eileanan Siar,3319.3525,51.95
Shetland Islands,4631.5796363636355,42.94
Dumfries and Galloway,4360.165196666666,294.38
Orkney Islands,2281.4558,39.2
Na h-Eileanan Siar,3835.7375,52.13
North Ayrshire,6004.495454545453,195.9
Orkney Islands,5054.257500000001,36.46
West Lothian,3411.4845,200.16
Scottish Borders,3227.5077272727267,273.03
Glasgow City,1498.2715454545453,488.12
Shetland Islands,2642.1823,38.58
Shetland Islands,2018.1366000000003,40.52
North Ayrshire,5346.853272727272,195.9
Argyll and Bute,2887.8924,178.44
Highland,4463.6468,399.79
Highland,4201.315291764706,390.89
Perth and Kinross,5948.472999999999,239.14
Fife,1732.0153636363634,390.61
South Lanarkshire,1426.1590909090905,399.11
South Ayrshire,5391.941602941176,235.17
Na h-Eileanan Siar,3508.2231,47.67
Perth and Kinross,4186.032909090908,239.14
Na h-Eileanan Siar,3824.3696,48.76
Na h-Eileanan Siar,7888.48818181818,48.76
South Lanarkshire,1518.8959999999997,370.62
Orkney Islands,5468.164116,36.46
Dumfries and Galloway,4011.636258235294,246.46
West Dunbartonshire,4279.3828,173.03
West Lothian,3848.5914000000002,253.15
Na h-Eileanan Siar,2266.5215,52.64
Na h-Eileanan Siar,3749.701363636363,48.76
Glasgow City,1364.2857272727272,346.42
South Lanarkshire,4291.934363636363,381.58
Shetland Islands,5054.257500000001,44.75
Fife,3100.2504545454544,365.16
Na h-Eileanan Siar,7393.354999999999,51.95
Argyll and Bute,3000.45444,201.73
Orkney Islands,1963.5650909090905,31.14
Highland,2388.745,425.98
Na h-Eileanan Siar,5408.580363636363,47.67
Shetland Islands,1849.7728000000002,44.75
Highland,5054.257500000001,412.15
Perth and Kinross,5054.257500000001,247.17
Orkney Islands,2565.623636363636,36.46
Angus,2910.7100399999995,178.14
Na h-Eileanan Siar,3506.3656,52.13
Dundee City,5590.982454545453,381.07
South Lanarkshire,3639.943368,367.13
Shetland Islands,2661.8718,39.4
Highland,3595.0055,458.0
Na h-Eileanan Siar,2159.7524000000003,47.67
Stirling,5652.650749999999,173.92
Highland,3057.5936,431.66
Shetland Islands,4473.3801,39.4
South Ayrshire,2824.3659,183.91
South Lanarkshire,4842.958324117647,394.38
Aberdeenshire,3587.2783,469.0
Shetland Islands,3990.7273,41.45
Shetland Islands,2430.9064545454544,42.08
Na h-Eileanan Siar,2552.948,52.64
South Ayrshire,2796.4521233333326,207.59
Angus,3827.016983333333,172.13
Shetland Islands,2135.6049,40.52
Na h-Eileanan Siar,5018.7421,46.35
Na h-Eileanan Siar,2740.1839999999997,46.35
Dumfries and Galloway,3300.1831,259.86
North Lanarkshire,1540.251818181818,463.64
Orkney Islands,2331.534,36.46
Aberdeenshire,5054.257500000001,414.06
Orkney Islands,4422.409636363635,35.5
"Edinburgh, City of",2361.1343636363636,471.16
Na h-Eileanan Siar,2768.8638,46.35
West Dunbartonshire,5652.650749999999,152.74
Orkney Islands,3514.9336363636357,36.49
Glasgow City,6097.963727272726,381.94
Angus,2263.570454545454,276.46
Shetland Islands,5054.257500000001,39.4
Dumfries and Galloway,3208.271604,227.03
Highland,4245.5475240000005,394.87
South Lanarkshire,3038.0845454545447,355.21
East Lothian,4327.917454545453,206.29
Angus,5054.257500000001,199.44
Na h-Eileanan Siar,3848.2199,45.78
Inverclyde,546.93528,149.14
Argyll and Bute,2550.996363636363,162.41
South Lanarkshire,887.1645599999999,381.58
Na h-Eileanan Siar,2296.1672,52.64
Shetland Islands,3630.635363636363,42.94
North Ayrshire,5054.257500000001,236.43
Orkney Islands,2573.2318999999998,35.5
East Lothian,2825.111454545454,189.29
Angus,3306.0561818181814,276.46
Orkney Islands,3555.1586363636357,33.04
Na h-Eileanan Siar,3174.096,56.38
Dundee City,1894.9631818181815,357.64
Glasgow City,1364.2857272727272,364.42
"Edinburgh, City of",2032.8983636363632,420.35
West Dunbartonshire,3736.5368181818176,161.26
Shetland Islands,3764.4749090909086,51.24
Dumfries and Galloway,2636.6416094117644,246.46
Perth and Kinross,8038.563999999999,247.17
East Dunbartonshire,546.93528,199.88
"Edinburgh, City of",2190.4340909090906,352.15
Argyll and Bute,5652.650749999999,190.13
Dumfries and Galloway,3402.808499999999,238.45
Aberdeen City,4854.206727272726,440.08
"Edinburgh, City of",2142.1640909090906,345.12
Highland,1564.864992,491.21
Clackmannanshire,1530.8772000000001,90.56
Na h-Eileanan Siar,2686.6137,47.67
Perth and Kinross,9147.457545454545,247.17
South Lanarkshire,3224.582272727272,458.04
Dundee City,2781.5221818181813,299.61
Na h-Eileanan Siar,2829.938454545454,47.09
Dumfries and Galloway,2366.842356666666,230.22
Orkney Islands,2214.5858,32.53
Orkney Islands,2140.262545454545,33.8
Highland,4238.105999999999,380.05
Aberdeenshire,5054.257500000001,435.08
Dumfries and Galloway,2879.1993,231.3
Glasgow City,1364.2857272727272,488.12
Stirling,5969.6019,173.92
Orkney Islands,3259.834,36.46
Na h-Eileanan Siar,2301.8882999999996,45.39
Orkney Islands,2128.1749,36.3
Orkney Islands,3580.0249999999996,36.94
Na h-Eileanan Siar,4626.5124,46.35
Moray,3632.3906363636356,162.59
Highland,2283.982,372.16
Perth and Kinross,3616.4469090909083,269.38
Stirling,2299.114727272727,197.04
Na h-Eileanan Siar,2311.1090909090904,52.64
East Lothian,849.5763200000001,204.5
Argyll and Bute,1859.1346,166.11
Stirling,5054.257500000001,164.95
"Edinburgh, City of",1364.2857272727272,432.35
Perth and Kinross,5054.257500000001,260.61
Dumfries and Galloway,3533.768846666666,246.46
Na h-Eileanan Siar,7220.7531818181815,52.13
Aberdeen City,546.93528,392.62
Renfrewshire,1417.3827272727272,654.95
Argyll and Bute,1860.7353636363632,161.09
Na h-Eileanan Siar,5054.257500000001,51.95
Shetland Islands,6066.222545454545,36.68
Highland,5054.257500000001,427.45
West Lothian,3374.511280588235,289.3
Na h-Eileanan Siar,2518.6214,55.31
South Ayrshire,2535.491454545454,181.37
Aberdeenshire,817.38296,461.39
South Lanarkshire,5054.257500000001,381.58
Shetland Islands,5263.3315454545445,36.68
Perth and Kinross,1677.601909090909,339.05
Orkney Islands,2157.7463,39.2
Na h-Eileanan Siar,9950.202272727272,51.95
Highland,5391.941602941176,449.15
Aberdeenshire,5054.257500000001,467.38
Shetland Islands,2573.1576,43.0
Highland,3161.1678,412.15
Orkney Islands,3995.9283,34.22
Na h-Eileanan Siar,3216.244727272727,45.78
West Lothian,4757.367263333333,234.32
Dumfries and Galloway,3086.354545454545,227.03
Scottish Borders,5054.257500000001,223.48
Aberdeen City,546.93528,392.62
Highland,5054.257500000001,412.15
Shetland Islands,6745.659363636362,39.4
Dumfries and Galloway,4648.610832,259.86
Orkney Islands,2007.5931818181814,34.39
North Ayrshire,3871.0217135294115,209.46
South Ayrshire,1364.2857272727272,280.74
Shetland Islands,1905.1263,38.58
Dumfries and Galloway,2169.224545454545,287.16
Glasgow City,1798.2769090909087,346.42
Shetland Islands,3306.7214999999997,36.68
Dumfries and Galloway,3836.9263,246.46
Shetland Islands,822.9537599999999,45.09
Argyll and Bute,1984.9988,162.41
Shetland Islands,4756.642818181817,44.16
Dumfries and Galloway,2687.8025000000002,238.45
North Lanarkshire,1427.4755454545452,621.01
Highland,4292.373181818181,414.2
Aberdeenshire,1626.552727272727,449.77
Orkney Islands,2164.623788823529,36.46
Argyll and Bute,2829.2070909090903,262.44
Na h-Eileanan Siar,4258.291636363636,46.35
"Edinburgh, City of",4454.589636363636,471.16
Highland,1761.123636363636,409.93
Na h-Eileanan Siar,2826.7435,52.64
Falkirk,3413.9364,260.94
South Lanarkshire,5054.257500000001,415.83
Shetland Islands,6201.085999999999,44.16
Orkney Islands,1388.7132727272724,44.9
Scottish Borders,2118.8131,210.22
Na h-Eileanan Siar,4393.8864545454535,51.95
Dundee City,877.37168,339.97
Argyll and Bute,5275.45194,207.22
East Dunbartonshire,1364.2857272727272,236.31
Orkney Islands,1889.6973636363634,42.72
Moray,2072.830818181818,167.14
Inverclyde,2126.0740909090905,214.92
Argyll and Bute,5969.6019,190.13
Argyll and Bute,1364.2857272727272,232.14
"Edinburgh, City of",1364.2857272727272,477.44
Perth and Kinross,2382.4901818181816,253.4
Na h-Eileanan Siar,3839.6754,46.35
Argyll and Bute,2667.255864,166.11
Highland,3510.984272727272,452.02
Argyll and Bute,5652.650749999999,186.61
Perth and Kinross,759.73984,342.66
Dundee City,2304.526818181818,292.94
Argyll and Bute,5376.107818181817,196.15
Aberdeenshire,7371.267818181817,395.47
Shetland Islands,4433.087545454546,38.91
Shetland Islands,3160.368545454545,42.94
Argyll and Bute,1624.2123636363633,244.77
Argyll and Bute,2037.0831,192.66
Moray,5652.650749999999,168.04
"Edinburgh, City of",1011.01224,352.15
Orkney Islands,4400.322454545454,33.45
Na h-Eileanan Siar,4186.6179999999995,45.39
Shetland Islands,3268.1715454545447,40.52
Angus,5054.257500000001,187.59
Glasgow City,3229.9943636363632,346.42
Perth and Kinross,2157.2301818181813,215.39
Na h-Eileanan Siar,2686.737454545454,52.0
Na h-Eileanan Siar,2912.1142,52.64
North Lanarkshire,1496.37,605.74
"Edinburgh, City of",1364.2857272727272,442.19
Falkirk,5969.6019,295.6
Orkney Islands,1246.1596,33.45
South Lanarkshire,4704.130909090908,575.16
Shetland Islands,4103.2425454545455,40.52
North Ayrshire,5969.6019,212.95
Dundee City,1777.3599090909088,339.97
Angus,7864.353181818181,263.65
Aberdeenshire,5525.744818181818,368.14
Aberdeenshire,3412.1532,428.88
"Edinburgh, City of",1990.771818181818,471.16
Highland,5525.452272727272,372.16
East Lothian,3296.8409999999994,176.8
Orkney Islands,3378.9411,36.46
Orkney Islands,4789.8238,36.46
South Lanarkshire,1364.2857272727272,562.35
Dumfries and Galloway,1297.8037399999998,263.32
Shetland Islands,1713.4323,40.52
Shetland Islands,9950.202272727272,44.16
Angus,1939.722636363636,185.18
Orkney Islands,2732.4568,36.94
Perth and Kinross,4155.315636363635,285.82
Glasgow City,1364.2857272727272,393.47
Aberdeen City,2236.948818181818,463.46
