RegName,energy_cost,weight
"Edinburgh, City of",1812.3190909090906,452.69
Orkney Islands,4324.845727272726,43.74
Orkney Islands,3220.7791818181818,46.27
East Dunbartonshire,1609.8776363636362,235.29
South Lanarkshire,3375.0775,420.52
Fife,2435.002090909091,469.13
Na h-Eileanan Siar,3525.535,51.53
Argyll and Bute,1573.3094545454544,186.74
East Ayrshire,4702.447,170.44
Dumfries and Galloway,2705.1887,221.27
South Ayrshire,8422.091090909089,227.69
Dundee City,2725.7922727272726,245.91
Na h-Eileanan Siar,1488.6748,53.94
Glasgow City,2426.664545454545,375.68
Shetland Islands,7451.132727272727,38.02
Fife,953.5342499999999,340.4
Glasgow City,542.1268,398.5
Na h-Eileanan Siar,2872.9581,47.71
Argyll and Bute,4242.0842,163.4
Clackmannanshire,2992.447454545454,95.16
East Lothian,2349.2862727272723,194.96
North Ayrshire,4183.692545454544,324.45
Aberdeenshire,3563.7995,452.49
Dumfries and Galloway,2467.0572,259.74
Shetland Islands,5118.375272727271,35.94
West Dunbartonshire,1660.0491818181818,197.8
North Lanarkshire,4641.0009,378.35
Orkney Islands,4615.3433636363625,40.24
Orkney Islands,3208.4922727272724,49.45
Highland,1352.2913636363635,474.93
Shetland Islands,2365.9613636363633,39.8
Argyll and Bute,1827.7942799999998,169.27
Perth and Kinross,5536.276454545454,280.5
Midlothian,2666.488936666666,133.71
Shetland Islands,3776.1767272727266,38.55
East Lothian,4702.447,177.56
Shetland Islands,3938.3931818181813,43.72
Dundee City,1352.2913636363635,333.93
Dumfries and Galloway,5372.450999999999,233.3
Aberdeen City,1352.2913636363635,492.7
North Lanarkshire,3292.59909090909,452.25
Orkney Islands,4702.447,47.24
Angus,3205.274272727272,262.9
Shetland Islands,7610.423727272727,34.85
Na h-Eileanan Siar,4461.1206,45.14
Orkney Islands,3351.5469999999996,43.9
Highland,2218.6647272727273,349.74
Fife,2347.3599,375.84
Moray,1885.4368,189.97
Falkirk,3008.3911818181814,267.64
"Edinburgh, City of",2178.293454545454,385.64
Na h-Eileanan Siar,2499.0695454545453,55.48
Na h-Eileanan Siar,1352.2913636363635,49.58
Aberdeenshire,5259.188033333333,472.26
Aberdeenshire,3158.7159,454.17
Na h-Eileanan Siar,5165.913909090908,51.53
North Lanarkshire,1536.5949999999996,395.11
South Lanarkshire,2545.8152,432.73
Perth and Kinross,4702.447,275.35
North Lanarkshire,1434.057818181818,395.11
Stirling,1352.2913636363635,176.85
East Lothian,7832.319454545454,185.67
Na h-Eileanan Siar,3629.7779,47.89
Orkney Islands,1739.1401,48.43
Renfrewshire,5892.889363636363,483.23
Highland,3994.0707999999995,365.1
East Lothian,1352.2913636363635,155.35
Orkney Islands,2146.6985454545456,50.86
Shetland Islands,2528.3547,36.07
Glasgow City,562.59216,375.68
Orkney Islands,1619.6657,48.43
Orkney Islands,3251.0708,47.24
South Lanarkshire,856.5544799999999,375.49
Highland,2292.8237,439.41
Glasgow City,1398.9523636363633,398.5
Highland,2985.6346320000002,335.31
Shetland Islands,3089.91752,40.76
Aberdeenshire,9257.600909090908,508.18
Scottish Borders,542.1268,331.81
Moray,2003.2023,212.56
Na h-Eileanan Siar,2948.7119090909086,44.98
Shetland Islands,3156.7117272727273,35.94
Aberdeenshire,1197.1216,414.68
North Lanarkshire,2249.089454545454,415.85
Orkney Islands,4066.1418000000003,47.24
Shetland Islands,5438.858818181818,34.85
Perth and Kinross,2823.3257000000003,315.87
Orkney Islands,7707.256272727272,46.27
Moray,2808.7628999999997,200.79
East Ayrshire,5016.626005882354,194.54
Na h-Eileanan Siar,9174.225454545453,44.28
East Lothian,1381.6921818181816,221.34
Aberdeenshire,4660.096,466.01
Aberdeenshire,3956.7722000000003,466.01
North Lanarkshire,2659.94,401.82
Perth and Kinross,4587.7278,244.19
Shetland Islands,3012.925636363636,36.64
Midlothian,4971.445458823529,129.99
Aberdeenshire,2421.9354466666664,450.88
Highland,4536.413226666666,449.63
Highland,2988.9404,471.39
East Lothian,2789.7421,183.77
Shetland Islands,4958.060363636363,39.45
Na h-Eileanan Siar,3307.8360000000002,44.28
Na h-Eileanan Siar,5211.822933333333,44.76
Argyll and Bute,2007.586,172.66
Stirling,2663.772636363636,135.97
Na h-Eileanan Siar,1367.3574545454544,47.67
Midlothian,1999.5481818181815,140.65
Shetland Islands,4938.459818181817,38.28
Highland,6086.115636363635,431.36
Aberdeenshire,3303.423272727272,494.02
South Ayrshire,2409.989454545454,238.81
Aberdeen City,904.87384,430.37
Aberdeenshire,2964.6556363636355,468.76
Orkney Islands,1367.3574545454544,42.53
Shetland Islands,5550.02609090909,37.78
Orkney Islands,3314.8325454545447,41.97
Dumfries and Galloway,1907.6889090909087,258.93
Shetland Islands,4078.083636363636,37.24
Na h-Eileanan Siar,1782.838983333333,51.46
Na h-Eileanan Siar,2182.0353699999996,45.14
Perth and Kinross,4660.096,235.49
Orkney Islands,5504.056320000001,40.88
Orkney Islands,4660.096,39.12
Renfrewshire,2847.783727272727,379.87
Glasgow City,2162.0571818181816,533.27
Aberdeenshire,9174.225454545453,438.39
Shetland Islands,1894.3780909090906,43.65
Na h-Eileanan Siar,2560.7495,44.28
Na h-Eileanan Siar,3331.3891,47.39
Shetland Islands,5053.869,37.68
Na h-Eileanan Siar,4173.1338000000005,44.16
"Edinburgh, City of",2435.440909090909,354.24
Angus,1423.818727272727,191.6
Stirling,1836.8929090909087,136.03
Clackmannanshire,2094.1866363636364,118.04
Argyll and Bute,1367.3574545454544,183.68
Perth and Kinross,2088.920818181818,299.66
"Edinburgh, City of",1367.3574545454544,403.86
Shetland Islands,3535.4118181818176,37.74
Perth and Kinross,3840.4927,225.85
Scottish Borders,2144.7284952941172,237.24
Highland,4997.846545454545,451.05
Orkney Islands,3282.6483,40.88
Na h-Eileanan Siar,2560.650363636363,45.02
Stirling,2876.0143636363637,144.72
Angus,6156.033999999999,184.21
Shetland Islands,4055.703909090909,37.68
Moray,5504.056320000001,238.12
Aberdeenshire,3207.9768,447.07
Na h-Eileanan Siar,2905.707727272727,45.62
Renfrewshire,1049.18688,379.87
Fife,4006.3303,341.92
Argyll and Bute,3742.0921899999994,159.71
Highland,6035.944090909091,418.31
Inverclyde,1845.0841818181816,183.56
Highland,3140.1409,470.59
Highland,3209.641915882353,461.63
South Lanarkshire,4660.096,456.64
East Ayrshire,2575.4609,227.73
Angus,4660.096,180.4
Dumfries and Galloway,1990.9180909090906,287.31
Na h-Eileanan Siar,3135.8315,42.94
Aberdeenshire,3169.7223499999996,471.22
Orkney Islands,3928.1540909090904,41.43
Dumfries and Galloway,1863.9641000000001,266.46
South Ayrshire,3184.8695,253.64
Glasgow City,1367.3574545454544,510.25
Orkney Islands,3243.1589090909088,41.67
Fife,548.16672,387.11
Midlothian,2725.2382799999996,136.28
Shetland Islands,2158.8608,34.94
Highland,1719.5821818181817,486.85
Na h-Eileanan Siar,2660.9934545454544,44.42
Argyll and Bute,2443.2912899999997,172.2
South Lanarkshire,2955.2941818181816,464.41
Perth and Kinross,3681.830818181818,246.24
Glasgow City,2179.024818181818,441.14
Perth and Kinross,2292.4522,242.66
Shetland Islands,7079.746272727272,37.68
Na h-Eileanan Siar,3773.3998,46.16
Highland,2131.097113333333,433.91
Orkney Islands,2711.311272727272,41.97
Shetland Islands,4010.798181818181,37.13
West Dunbartonshire,1822.7044545454542,209.38
South Ayrshire,2949.4871000000003,244.73
Scottish Borders,2494.2425454545455,227.59
Shetland Islands,4660.096,34.94
Orkney Islands,2806.3491240000003,41.67
Shetland Islands,2479.322727272727,35.15
Dumfries and Galloway,3415.2738,243.61
Aberdeenshire,4660.096,471.22
Dumfries and Galloway,3666.4078,254.6
Argyll and Bute,4971.445458823529,159.71
Angus,5211.822933333333,175.71
Aberdeenshire,3960.0414,472.7
Shetland Islands,3342.4780909090905,37.56
Shetland Islands,3700.7,37.56
Midlothian,2064.8713,124.38
Dumfries and Galloway,2199.0641818181816,258.93
Glasgow City,1879.4582727272723,510.25
Na h-Eileanan Siar,1915.9741,43.52
Angus,4660.096,175.71
Na h-Eileanan Siar,1888.8546000000001,46.3
Shetland Islands,2809.7288,38.93
Orkney Islands,3541.701545454545,40.53
Orkney Islands,2836.0819090909085,40.41
Moray,3322.3245,224.01
Moray,2105.5134,224.01
Dumfries and Galloway,4991.649036000001,257.44
Argyll and Bute,2139.5311818181817,165.66
Shetland Islands,4774.049272727272,34.94
Fife,2843.6880909090905,351.97
Inverclyde,1416.0662727272725,188.79
Argyll and Bute,2981.477,159.71
Orkney Islands,5789.76709090909,38.03
Renfrewshire,2710.1410909090905,385.4
Na h-Eileanan Siar,3390.8291,46.16
Perth and Kinross,4418.91454,228.37
Shetland Islands,2294.9041,38.93
Dumfries and Galloway,2822.332272727272,256.1
Shetland Islands,8517.460909090907,38.06
Shetland Islands,6352.478272727272,37.56
Dumfries and Galloway,4125.0617,252.43
Na h-Eileanan Siar,2776.3681,44.16
Orkney Islands,2521.5934,41.97
Orkney Islands,5943.207181818181,39.12
Orkney Islands,4763.297885882353,38.03
Orkney Islands,4660.096,39.64
Shetland Islands,2349.578818181818,40.43
Highland,4971.445458823529,418.31
Moray,3828.0605617647057,230.39
Angus,2473.8928,184.21
Stirling,2245.4326363636364,137.49
Highland,1571.846727272727,486.17
"Edinburgh, City of",1367.3574545454544,415.36
Aberdeenshire,5484.788454545454,438.39
South Lanarkshire,2085.2639999999997,476.86
South Lanarkshire,4971.445458823529,461.75
East Lothian,1504.415,188.04
Highland,1655.3684545454544,457.69
Shetland Islands,5000.771999999999,37.68
South Ayrshire,2079.4341,244.73
Highland,2952.953818181818,456.09
Highland,4874.099818181818,457.35
Argyll and Bute,2000.5720909090905,176.24
Perth and Kinross,2967.142272727272,243.92
Argyll and Bute,1328.7069000000001,167.45
Falkirk,3245.9440999999997,259.73
Na h-Eileanan Siar,3026.1647,46.16
Na h-Eileanan Siar,4540.305454545453,46.42
East Renfrewshire,2072.5382727272727,146.42
Angus,3983.883999999999,224.18
Dundee City,4401.060868235294,256.99
Dumfries and Galloway,3568.8519,258.97
Orkney Islands,2411.5984545454544,40.41
Stirling,5173.918248,140.96
Orkney Islands,9174.225454545453,39.22
Dumfries and Galloway,1904.5319,275.67
Shetland Islands,3475.0852999999997,34.94
East Renfrewshire,2319.8689,154.42
"Edinburgh, City of",1748.8367272727269,403.86
Shetland Islands,2564.3071818181816,38.18
Angus,2547.9699,175.71
Scottish Borders,1367.3574545454544,281.72
Fife,2536.8079090909087,318.1
Orkney Islands,4172.868363636363,41.67
Orkney Islands,3375.0969090909084,38.54
Angus,2612.8338,168.13
Dumfries and Galloway,1367.3574545454544,305.58
East Renfrewshire,1367.3574545454544,166.92
Aberdeenshire,2532.2183,483.79
Shetland Islands,4063.163818181818,39.45
Scottish Borders,3870.4356000000002,245.66
Shetland Islands,6790.711363636363,38.56
Na h-Eileanan Siar,4660.096,46.16
South Lanarkshire,548.16672,563.68
Aberdeenshire,2693.8951,471.22
Aberdeenshire,2486.9696000000004,494.02
"Edinburgh, City of",4660.096,377.93
Shetland Islands,4575.9141,35.94
Clackmannanshire,1780.8704545454543,118.04
Argyll and Bute,3914.268483333333,159.71
Orkney Islands,2849.5389999999993,38.03
Midlothian,7597.405454545454,144.62
Argyll and Bute,3265.977454545454,159.71
Stirling,2706.1546,158.55
Na h-Eileanan Siar,4660.096,46.16
Fife,2852.6107272727268,313.9
Stirling,1838.4792000000002,131.14
Glasgow City,1367.3574545454544,441.14
Dundee City,1907.8351818181814,298.12
Shetland Islands,1345.55344,39.45
Falkirk,2558.795656666666,318.87
Angus,2031.0550399999997,175.71
"Edinburgh, City of",1867.1713636363634,434.09
Highland,2634.5294,430.23
Shetland Islands,2401.4503,35.94
Dundee City,1735.964727272727,239.79
Na h-Eileanan Siar,3438.604,44.28
Shetland Islands,4489.256272727272,35.94
Na h-Eileanan Siar,4456.224943333333,47.05
Orkney Islands,2569.2804545454546,41.97
Perth and Kinross,2191.4042,254.5
Shetland Islands,7457.422454545454,34.94
"Edinburgh, City of",1367.3574545454544,434.09
Inverclyde,2933.499545454545,163.65
Shetland Islands,4248.3254,37.78
Argyll and Bute,3189.3275,174.98
North Lanarkshire,2344.0204545454544,457.04
Argyll and Bute,1891.9751999999999,172.66
East Ayrshire,2586.1601,203.64
Dumfries and Galloway,2121.539636363636,266.81
Shetland Islands,7282.480272727271,35.94
Orkney Islands,2780.899884,41.12
Orkney Islands,1720.459818181818,39.88
Na h-Eileanan Siar,6166.565636363635,44.42
Aberdeenshire,2788.3969999999995,525.89
North Ayrshire,2470.8389090909086,321.62
Scottish Borders,5737.108909090908,222.61
"Edinburgh, City of",2253.623909090909,354.24
Dumfries and Galloway,1690.1021,236.86
Orkney Islands,4660.096,39.75
East Renfrewshire,1367.3574545454544,184.21
Na h-Eileanan Siar,5504.056320000001,42.94
Aberdeen City,687.8472,497.79
Argyll and Bute,1677.3225,167.45
Orkney Islands,2731.7881,41.67
South Lanarkshire,2396.9711818181813,569.01
Na h-Eileanan Siar,3868.6210909090905,50.35
Shetland Islands,3293.4218,35.94
Glasgow City,1434.6429090909087,441.14
Dundee City,548.16672,285.25
Dundee City,4100.024545454545,247.27
Shetland Islands,5114.718454545454,39.91
Glasgow City,1461.7033636363633,461.04
South Lanarkshire,1580.7478899999996,444.43
Stirling,1600.5161818181816,172.08
Aberdeen City,1367.3574545454544,484.01
Shetland Islands,4660.096,35.94
Shetland Islands,4660.096,38.29
Shetland Islands,8344.127727272726,37.56
Orkney Islands,1633.7827,38.03
Dumfries and Galloway,3046.1514,258.97
West Dunbartonshire,1492.4206363636363,184.43
Orkney Islands,3151.5921818181814,41.01
Perth and Kinross,6183.6795454545445,245.47
Renfrewshire,1367.3574545454544,426.09
Midlothian,1513.14656,145.45
Aberdeenshire,2941.0912,438.39
Orkney Islands,4660.096,40.88
Highland,5209.941999999999,452.29
Glasgow City,1367.3574545454544,442.3
Orkney Islands,3698.505909090909,39.88
North Ayrshire,2825.2577272727267,293.38
South Ayrshire,1896.0617,236.78
Scottish Borders,1367.3574545454544,282.35
Orkney Islands,3053.4431818181815,44.0
Dundee City,1367.3574545454544,298.12
Angus,2031.581909090909,210.54
Dumfries and Galloway,2072.6728000000003,243.61
Shetland Islands,3949.217363636363,34.94
Orkney Islands,2605.8496,40.88
Argyll and Bute,4971.445458823529,171.66
East Ayrshire,1459.0704545454544,253.93
Falkirk,1762.5863636363633,307.14
Aberdeenshire,2234.6084545454546,453.54
South Lanarkshire,2690.6868181818177,450.37
Na h-Eileanan Siar,3041.2476,42.94
Argyll and Bute,1367.3574545454544,185.61
Na h-Eileanan Siar,2681.5613000000003,46.3
Na h-Eileanan Siar,1215.03946,51.46
Na h-Eileanan Siar,3359.0287,42.94
Na h-Eileanan Siar,9174.225454545453,44.28
Perth and Kinross,3887.511356666666,245.47
Glasgow City,1446.6372727272724,441.14
Shetland Islands,3185.088636363636,36.64
Perth and Kinross,2199.0641818181816,264.21
Inverclyde,3943.9515454545453,165.6
"Edinburgh, City of",1367.3574545454544,403.86
Shetland Islands,3109.904454545454,36.15
Scottish Borders,5211.822933333333,239.28
Shetland Islands,4660.096,36.42
Glasgow City,1380.5219999999997,510.25
South Lanarkshire,1636.9776,474.06
Moray,4061.9809999999998,240.79
Stirling,1367.3574545454544,141.8
Glasgow City,1367.3574545454544,533.27
Dumfries and Galloway,2432.0619,284.81
Scottish Borders,3140.9582,238.03
Shetland Islands,4275.5935,37.56
Dundee City,2045.0389999999995,298.12
Inverclyde,2583.03009090909,197.31
Na h-Eileanan Siar,5504.056320000001,44.28
Na h-Eileanan Siar,2374.2989090909086,46.3
Dumfries and Galloway,1785.4049090909089,248.33
Midlothian,5211.822933333333,129.99
Glasgow City,548.16672,511.6
Na h-Eileanan Siar,5211.822933333333,48.48
Na h-Eileanan Siar,4660.096,45.63
Orkney Islands,2965.240727272727,42.79
"Edinburgh, City of",2086.8729999999996,434.09
Aberdeenshire,1720.765773333333,471.22
Highland,5161.818272727272,430.23
Shetland Islands,3052.8580909090906,38.56
Shetland Islands,2865.336454545454,38.56
Perth and Kinross,4971.445458823529,242.76
Highland,3161.9851000000003,452.29
Glasgow City,1367.3574545454544,441.14
Dumfries and Galloway,5211.822933333333,254.6
Moray,2805.4193999999998,242.21
Orkney Islands,1983.3119090909088,44.59
Clackmannanshire,1908.0983,115.76
"Edinburgh, City of",1367.3574545454544,403.86
South Ayrshire,1583.548545454545,235.38
North Lanarkshire,1701.1518181818178,455.84
Shetland Islands,6562.233363636363,35.94
Orkney Islands,5874.312727272727,41.01
Na h-Eileanan Siar,2842.4951,44.28
Shetland Islands,3825.8556,37.68
Shetland Islands,2004.9602727272725,35.41
Na h-Eileanan Siar,2139.4685,47.39
West Dunbartonshire,1367.3574545454544,186.66
Fife,548.16672,390.15
Shetland Islands,4551.714727272726,38.18
Inverclyde,548.16672,189.29
Orkney Islands,4971.445458823529,42.86
Na h-Eileanan Siar,4288.2988000000005,45.63
Stirling,3035.7494,134.88
Dundee City,2337.1456363636357,298.12
Perth and Kinross,3243.7254864705883,246.92
Moray,4660.096,249.22
Na h-Eileanan Siar,2550.6447,44.16
North Lanarkshire,1367.3574545454544,512.66
Shetland Islands,2711.603818181818,38.56
Orkney Islands,3281.4823636363635,41.67
Dumfries and Galloway,3161.3924545454543,266.46
Fife,2823.7949999999996,349.22
Dumfries and Galloway,1533.377,247.79
Highland,3156.7841,422.99
Perth and Kinross,9174.225454545453,246.92
Angus,3156.50998,163.47
Orkney Islands,1524.8931818181816,42.22
Dumfries and Galloway,1730.2241,269.9
Inverclyde,548.16672,163.65
Glasgow City,1420.015636363636,428.93
Falkirk,3722.3483636363635,312.39
Na h-Eileanan Siar,1367.3574545454544,45.62
Angus,2756.0099,175.71
Na h-Eileanan Siar,1968.3555999999999,42.94
Shetland Islands,2971.384181818182,37.68
Scottish Borders,3054.613363636364,294.4
Perth and Kinross,5211.822933333333,245.47
Moray,3040.2544964705885,249.65
South Lanarkshire,1649.8100909090908,464.41
Glasgow City,1367.3574545454544,496.13
East Lothian,1367.3574545454544,221.34
Orkney Islands,2127.7291,38.54
North Lanarkshire,1575.9029999999998,423.32
Perth and Kinross,3459.7795000000006,228.37
Na h-Eileanan Siar,3774.416793333333,45.14
West Dunbartonshire,1367.3574545454544,186.17
Moray,4660.096,240.79
Orkney Islands,1459.0704545454544,39.87
Angus,3204.7819000000004,175.71
Moray,2527.0076363636363,240.79
Stirling,2540.0941,133.39
Orkney Islands,2021.6287000000002,41.01
Orkney Islands,2354.6413000000002,41.97
Na h-Eileanan Siar,2301.2196,48.02
North Ayrshire,4462.9038,291.7
Aberdeenshire,971.72344,559.32
Fife,1840.5497272727268,411.33
Na h-Eileanan Siar,2372.2436399999997,46.51
Angus,1796.9604545454545,208.56
Shetland Islands,2330.124545454545,37.31
Argyll and Bute,1186.6203999999998,202.11
Argyll and Bute,4660.096,171.66
Orkney Islands,2178.1788,41.67
South Ayrshire,3257.7578000000003,248.93
Glasgow City,2205.939,533.27
Orkney Islands,4247.028636363636,40.88
Highland,3434.337363636363,511.39
Scottish Borders,3643.0685454545446,237.24
Scottish Borders,2677.5222727272726,240.66
Orkney Islands,2655.873909090909,38.03
East Renfrewshire,548.16672,144.32
Argyll and Bute,4838.84809090909,164.25
Orkney Islands,2076.1950909090906,41.56
East Lothian,1779.992818181818,189.57
Fife,1367.3574545454544,346.91
Perth and Kinross,2132.0385,252.02
South Lanarkshire,2588.149636363636,570.51
Scottish Borders,1936.9434545454544,240.03
Shetland Islands,1931.9486000000002,38.56
Na h-Eileanan Siar,1367.3574545454544,49.68
Dumfries and Galloway,4660.096,254.6
Scottish Borders,1798.2769090909087,252.54
Na h-Eileanan Siar,4660.096,47.39
Inverclyde,3082.2589090909087,163.22
Inverclyde,2113.8130066666663,165.6
Shetland Islands,3709.2789000000002,35.94
Orkney Islands,8782.653363636362,40.88
Highland,1990.1997999999999,418.31
Aberdeenshire,4660.096,471.22
Dundee City,5123.641090909091,250.21
Na h-Eileanan Siar,3777.7835,44.16
Aberdeen City,548.16672,497.79
Orkney Islands,5256.602999999999,39.75
Scottish Borders,4274.682516,248.08
Argyll and Bute,6054.813272727271,171.66
Inverclyde,1367.3574545454544,188.79
Glasgow City,1586.4739999999997,441.14
Na h-Eileanan Siar,1140.50175,51.33
Argyll and Bute,2570.596909090909,167.45
East Lothian,3416.4920909090906,173.27
Argyll and Bute,2269.8601818181814,165.22
Shetland Islands,4660.096,34.94
Orkney Islands,3244.1828181818178,41.56
Shetland Islands,3037.5326,37.56
Highland,4279.684608,451.05
Dumfries and Galloway,2767.6007,254.5
Highland,4881.797741764706,454.66
North Lanarkshire,1367.3574545454544,512.66
Moray,5504.056320000001,241.33
Angus,1367.3574545454544,230.16
Shetland Islands,3587.484909090909,37.78
Argyll and Bute,1717.2418181818177,167.43
Highland,4971.445458823529,437.16
Aberdeenshire,3173.2787,460.68
"Edinburgh, City of",1818.7550909090905,403.86
"Edinburgh, City of",1780.4316363636362,385.31
Orkney Islands,3366.0128999999997,38.03
Dundee City,3718.3989999999994,268.47
Shetland Islands,4036.9809999999998,38.18
Na h-Eileanan Siar,5504.056320000001,44.28
Na h-Eileanan Siar,5564.068272727272,42.94
Na h-Eileanan Siar,3351.8216,46.16
Argyll and Bute,3101.2743636363634,165.22
Shetland Islands,9174.225454545453,34.94
Argyll and Bute,1918.5003000000002,159.71
Highland,3394.1726000000003,449.63
Dumfries and Galloway,1303.0734,247.79
Scottish Borders,1367.3574545454544,245.55
"Edinburgh, City of",1367.3574545454544,349.16
Perth and Kinross,2675.0971999999997,245.47
Orkney Islands,4660.096,38.03
Angus,2330.417090909091,182.94
Orkney Islands,2308.4761818181814,39.75
East Lothian,2326.2587000000003,185.82
Orkney Islands,4642.264,39.12
Shetland Islands,3994.1243799999993,38.56
Glasgow City,548.16672,441.14
Highland,3105.8143,449.63
Shetland Islands,3295.9480000000003,35.94
Highland,1367.3574545454544,539.67
Na h-Eileanan Siar,2591.1440058823528,46.24
East Dunbartonshire,4643.524829999999,155.14
Orkney Islands,6577.445727272727,38.03
Orkney Islands,3128.4015,40.96
Midlothian,2049.4271818181815,133.39
North Ayrshire,1367.3574545454544,363.86
Scottish Borders,4971.445458823529,239.28
Shetland Islands,9174.225454545453,35.94
Midlothian,548.16672,170.27
Highland,2797.6179,449.63
Fife,1367.3574545454544,427.19
Orkney Islands,4347.3673,39.12
"Edinburgh, City of",1544.054909090909,403.86
Angus,4849.379727272727,187.05
South Lanarkshire,4001.7237000000005,459.16
Dumfries and Galloway,3784.2476,254.6
Na h-Eileanan Siar,4372.9265,45.63
Argyll and Bute,2467.306226666666,164.25
Argyll and Bute,604.5197599999999,160.47
Na h-Eileanan Siar,1785.6974545454543,55.07
Perth and Kinross,2404.284818181818,299.66
Shetland Islands,3359.0069090909087,36.15
Na h-Eileanan Siar,3027.5764,45.63
East Ayrshire,4660.096,212.26
Argyll and Bute,1709.4200999999998,165.22
Scottish Borders,3828.0103,236.63
Shetland Islands,1070.23864,36.73
Orkney Islands,2980.7456363636356,41.97
North Ayrshire,6593.828272727272,271.38
East Lothian,3109.1578,191.88
Na h-Eileanan Siar,4645.6075,45.63
Highland,3158.3444000000004,430.23
Shetland Islands,4182.801984,37.68
Highland,3727.7796,422.99
Na h-Eileanan Siar,2514.0891,46.3
South Lanarkshire,1729.528727272727,445.6
Highland,4339.911818181818,446.62
Orkney Islands,1648.0548181818178,41.97
Argyll and Bute,3798.2639090909083,168.25
Moray,2212.5054,231.0
West Lothian,3963.698363636363,332.6
Aberdeenshire,4660.096,471.22
East Lothian,1367.3574545454544,220.99
Shetland Islands,4457.076272727272,40.43
Angus,1367.3574545454544,230.16
Angus,2467.9709999999995,180.4
Orkney Islands,3220.3403636363632,39.12
Argyll and Bute,2731.7138000000004,174.59
Aberdeenshire,3303.4523,472.27
Shetland Islands,2261.083818181818,36.63
Orkney Islands,1600.3699090909088,44.0
Dundee City,4350.735999999999,253.56
Perth and Kinross,776.7876399999999,266.37
Na h-Eileanan Siar,5211.822933333333,42.94
South Lanarkshire,2636.6841,468.82
Na h-Eileanan Siar,4224.502636363636,42.94
Na h-Eileanan Siar,1367.3574545454544,43.15
Fife,5317.1599090909085,326.13
Scottish Borders,4660.096,239.28
Argyll and Bute,5272.985545454544,179.97
Scottish Borders,4242.374104705883,239.28
Shetland Islands,3944.9754545454543,37.78
Orkney Islands,2444.5443,39.75
Stirling,2713.1387999999997,140.17
East Lothian,2660.5546363636363,186.24
Orkney Islands,3357.397909090909,42.53
Shetland Islands,5656.658909090909,38.28
Argyll and Bute,1617.9226363636362,187.25
South Lanarkshire,3293.9419000000003,456.64
Na h-Eileanan Siar,2900.2262,46.16
East Lothian,2646.3661818181813,199.68
Na h-Eileanan Siar,2955.586727272727,45.62
Glasgow City,1018.2249599999999,510.25
Perth and Kinross,4087.8839090909087,228.37
Scottish Borders,2669.7476,248.08
"Edinburgh, City of",1956.982818181818,403.86
Na h-Eileanan Siar,2739.5896,46.16
East Renfrewshire,4480.918727272727,172.13
Shetland Islands,3755.7907,37.56
Na h-Eileanan Siar,4263.0368,42.94
Na h-Eileanan Siar,3288.503454545454,47.05
Argyll and Bute,2464.6796,176.24
Shetland Islands,2315.0584545454544,38.18
Aberdeenshire,4594.8606,466.01
Dumfries and Galloway,2212.7282999999998,246.98
Shetland Islands,7374.63209090909,35.41
Dundee City,556.25904,306.07
South Lanarkshire,2132.0712727272726,563.68
Aberdeenshire,4660.096,471.22
Aberdeenshire,5989.86818181818,494.02
Orkney Islands,2272.6393636363637,38.03
Argyll and Bute,2236.87917,172.2
Shetland Islands,7714.5699090909075,37.56
Perth and Kinross,4010.6519090909087,234.27
Inverclyde,720.50968,163.22
Highland,4660.096,487.79
Dumfries and Galloway,2335.992,257.44
Clackmannanshire,1604.7580909090907,113.88
Highland,4410.745199999999,483.99
Shetland Islands,5192.2429999999995,34.94
South Ayrshire,4491.2864,247.47
Dumfries and Galloway,2266.203363636363,277.1
Na h-Eileanan Siar,4475.2376,44.76
Argyll and Bute,2512.826,176.24
Dundee City,1947.4750909090908,257.74
Stirling,2039.4806363636362,167.32
Orkney Islands,3497.2267,39.12
Orkney Islands,3179.8170999999998,40.88
Argyll and Bute,1482.912909090909,199.51
Dumfries and Galloway,2346.0968000000003,244.25
Angus,4660.096,173.77
Shetland Islands,1113.80816,40.97
Clackmannanshire,4725.125756666666,114.6
"Edinburgh, City of",3710.061454545454,416.45
East Dunbartonshire,1367.3574545454544,184.15
"Edinburgh, City of",3422.196727272727,434.09
Dundee City,4381.160727272727,298.12
Highland,4350.1907,431.36
East Lothian,2699.6905,171.86
Argyll and Bute,2072.099454545454,183.15
Orkney Islands,4146.831818181818,42.53
Shetland Islands,1914.1909,36.63
East Renfrewshire,3372.4639999999995,150.98
Dumfries and Galloway,3913.5296,239.51
Highland,2796.8006,471.39
Orkney Islands,2007.2888000000003,43.43
Na h-Eileanan Siar,2701.0571499999996,46.51
North Ayrshire,6570.278363636362,330.09
Shetland Islands,9003.671454545452,36.52
Perth and Kinross,2530.9552,228.37
Dumfries and Galloway,4971.445458823529,254.6
Na h-Eileanan Siar,2641.1003636363635,44.54
Angus,1664.7299090909087,187.4
South Ayrshire,3459.4822999999997,237.41
Argyll and Bute,1768.8760909090906,191.4
South Ayrshire,3046.5683636363633,248.9
Na h-Eileanan Siar,3958.4811,44.16
North Lanarkshire,746.83904,470.95
West Dunbartonshire,1248.2110400000001,186.66
Orkney Islands,2871.6207000000004,40.88
Dundee City,3662.961636363636,260.78
Renfrewshire,2048.8420909090905,426.09
Orkney Islands,4867.371272727271,40.41
North Lanarkshire,1367.3574545454544,457.04
Orkney Islands,3353.7410909090904,41.97
