RegName,energy_cost,weight,aagph1819
Argyll and Bute,1347.726,177.76,
Shetland Islands,2421.7248000000004,38.82,
Aberdeenshire,4784.2080000000005,454.17,
Fife,2507.1192,399.59,
Moray,4058.2842000000005,223.01,
Na h-Eileanan Siar,4497.7512,43.9,
"Edinburgh, City of",925.3950000000001,464.12,
Na h-Eileanan Siar,2338.9722000000006,47.89,
South Lanarkshire,1316.3100000000004,420.42,
East Lothian,2235.8706,207.83,
Dundee City,925.3950000000001,302.69,
Na h-Eileanan Siar,4154.2458,48.9,
Highland,2917.5978000000005,365.1,
Scottish Borders,4094.6982000000003,251.5,
Perth and Kinross,4389.9372,234.56,
Orkney Islands,2661.1290000000004,46.27,
South Ayrshire,1114.4622,239.44,
Aberdeenshire,3909.4866,465.63,
Aberdeen City,925.3950000000001,457.87,
East Lothian,1364.9334000000003,209.78,
Highland,4159.6008,398.29,
Na h-Eileanan Siar,925.3950000000001,55.79,
Orkney Islands,2897.0346000000004,47.24,
Na h-Eileanan Siar,925.3950000000001,55.48,
Scottish Borders,1075.04712,268.79,
Aberdeenshire,1361.2206,465.63,
South Lanarkshire,2540.0346000000004,429.78,
Argyll and Bute,2214.1650000000004,180.9,
Aberdeen City,1837.7442,492.7,
Orkney Islands,2773.2270000000003,43.0,
Argyll and Bute,2861.4774,186.74,
Angus,4174.809,270.6,
Na h-Eileanan Siar,2449.5708000000004,45.14,
Dumfries and Galloway,3564.1248000000005,233.3,
Na h-Eileanan Siar,1906.074,52.83,
Shetland Islands,2013.6738,36.7,
Na h-Eileanan Siar,1164.5136000000002,47.71,
Falkirk,1985.6850000000004,287.1,
"Edinburgh, City of",954.5262,385.64,
Moray,4337.8866,189.97,
Shetland Islands,3496.723200000001,33.07,
Na h-Eileanan Siar,2581.6608,47.89,
Scottish Borders,1134.0258000000001,365.0,
Orkney Islands,1918.569,50.48,
Aberdeenshire,925.3950000000001,522.01,
Orkney Islands,3889.4232,47.24,
Highland,4784.2080000000005,326.3,
Shetland Islands,1287.91032,34.72,
Glasgow City,979.9446000000002,461.49,
Shetland Islands,2036.7360000000003,33.88,
Highland,4250.2788,335.31,
Na h-Eileanan Siar,2032.7376,51.53,
Na h-Eileanan Siar,3483.7998000000007,46.4,
Orkney Islands,1522.3704000000002,43.74,
Argyll and Bute,2356.3938000000003,174.79,
Shetland Islands,2902.4610000000007,36.07,
Na h-Eileanan Siar,4784.2080000000005,46.4,
Aberdeenshire,1788.4068000000002,420.51,
Na h-Eileanan Siar,3828.1620000000007,46.4,
Fife,587.51416,371.34,
Highland,3109.164,427.01,
Na h-Eileanan Siar,1558.9272,51.18,
Renfrewshire,1102.2528000000002,394.37,
Orkney Islands,2667.9120000000003,46.1,
Shetland Islands,2935.7334000000005,35.94,
Inverclyde,1448.8998000000001,179.91,
Dumfries and Galloway,4784.2080000000005,289.56,
Moray,4784.2080000000005,223.01,
Shetland Islands,3426.8940000000007,38.82,
East Dunbartonshire,925.3950000000001,199.24,
Dumfries and Galloway,2326.9770000000003,240.49,
Angus,1841.0286,250.55,
Shetland Islands,1511.4462000000003,35.94,
Na h-Eileanan Siar,3627.813600000001,43.9,
Shetland Islands,3412.971,39.8,
Moray,4784.2080000000005,200.05,
Dumfries and Galloway,1798.6884,304.25,
Falkirk,1663.6710000000003,275.06,
Aberdeenshire,3185.2050000000004,477.39,
Orkney Islands,2659.9866000000006,40.24,
Na h-Eileanan Siar,1222.3476,55.48,
Argyll and Bute,2454.4974,158.99,
Highland,4784.2080000000005,398.29,
South Ayrshire,4784.2080000000005,213.04,
Orkney Islands,2049.3738000000003,42.53,
Stirling,2727.1740000000004,155.39,
East Lothian,2968.6488000000004,173.18,
Perth and Kinross,1422.696,294.08,
Aberdeen City,925.3950000000001,332.23,
Shetland Islands,4784.2080000000005,36.84,
Na h-Eileanan Siar,3806.6706000000004,52.83,
Na h-Eileanan Siar,3050.4732,47.58,
Na h-Eileanan Siar,925.3950000000001,53.15,
Na h-Eileanan Siar,1837.8156000000004,53.94,
Highland,1818.0378,448.67,
Dundee City,954.312,285.35,
Argyll and Bute,1083.0462,187.11,
Shetland Islands,2719.2486000000004,40.76,
East Renfrewshire,1113.3198000000002,182.32,
Midlothian,4091.4138000000007,148.08,
Scottish Borders,1495.3812000000003,251.5,
Orkney Islands,4784.2080000000005,47.24,
Argyll and Bute,1468.4634,154.59,
West Lothian,1729.002,331.83,
Na h-Eileanan Siar,4784.2080000000005,51.53,
Dundee City,1867.0896000000002,252.9,
Orkney Islands,3107.1648000000005,40.24,
Shetland Islands,2427.7224,32.94,
Shetland Islands,1726.1460000000002,39.8,
Midlothian,2275.1406,129.63,
Moray,1509.8754000000004,189.97,
Aberdeen City,2360.6778000000004,366.53,
Highland,936.7476,463.23,
Angus,1106.1084,285.87,
Moray,2278.9962000000005,189.97,
East Dunbartonshire,936.3906000000001,186.24,
Aberdeenshire,4784.2080000000005,397.89,
Shetland Islands,2653.1322000000005,33.88,
Highland,1129.3134,440.26,
Scottish Borders,1899.6480000000001,281.41,
Moray,3124.0152000000003,194.66,
Scottish Borders,2467.7064000000005,257.7,
Highland,2452.5696000000003,365.1,
East Lothian,2525.6832,173.18,
Shetland Islands,4069.9938000000006,35.71,
"Edinburgh, City of",830.4596799999999,420.69,
South Lanarkshire,1542.9336000000003,419.2,
Shetland Islands,4784.2080000000005,38.82,
Shetland Islands,2441.217,33.07,
Orkney Islands,925.3950000000001,60.04,
Na h-Eileanan Siar,2703.8976000000002,46.4,
Na h-Eileanan Siar,4784.2080000000005,47.89,
Dundee City,2302.7724000000003,268.26,
South Ayrshire,925.3950000000001,178.67,
Na h-Eileanan Siar,4271.1990000000005,47.89,
Highland,4367.589,365.1,
Glasgow City,1448.6856000000002,398.5,
Orkney Islands,1652.6040000000003,46.1,
South Lanarkshire,3145.0782000000004,422.08,
Dumfries and Galloway,1017.6438,211.81,
Falkirk,2606.1510000000003,285.78,
Orkney Islands,3634.1682000000005,42.41,
Moray,4784.2080000000005,249.53,
Na h-Eileanan Siar,3537.6354000000006,43.9,
Clackmannanshire,3424.2522000000004,103.52,
Glasgow City,542.1268,461.49,
North Lanarkshire,925.3950000000001,395.11,
Na h-Eileanan Siar,1769.9142000000002,53.94,
Shetland Islands,2165.0418000000004,35.94,
Orkney Islands,2441.0028,43.74,
Na h-Eileanan Siar,2078.148,52.83,
Dumfries and Galloway,1400.4192000000003,220.45,
Shetland Islands,2128.128,39.8,
Orkney Islands,4784.2080000000005,47.24,
Midlothian,3555.6282000000006,129.63,
Highland,1925.1378000000004,439.41,
Shetland Islands,3473.9466000000007,34.01,
Inverclyde,542.1268,179.91,
North Lanarkshire,545.58656,457.57,
Moray,950.5278000000001,221.49,
"Edinburgh, City of",925.3950000000001,452.69,
Highland,1964.1222000000002,401.29,
Perth and Kinross,3373.6296,282.3,
Shetland Islands,1243.9818,34.85,
Orkney Islands,4066.1382,40.24,
Na h-Eileanan Siar,3764.0448,43.9,
Orkney Islands,3781.9662000000003,41.38,
Shetland Islands,1760.5608000000002,39.65,
Shetland Islands,3395.6208,35.71,
Shetland Islands,2064.7248000000004,38.55,
Perth and Kinross,1825.9632000000001,236.64,
Na h-Eileanan Siar,2100.7818,50.29,
Na h-Eileanan Siar,2024.5980000000004,53.94,
Inverclyde,780.96752,196.27,
Scottish Borders,3616.6752,295.24,
Dumfries and Galloway,2372.3874000000005,221.27,
Orkney Islands,2158.6158,48.43,
Angus,1558.8558000000003,221.36,
Perth and Kinross,4784.2080000000005,282.3,
East Renfrewshire,1092.3282,230.34,
South Ayrshire,2247.8658,181.48,
Orkney Islands,4416.5694,47.24,
East Ayrshire,3853.4376000000007,195.26,
Moray,1727.9310000000005,256.32,
Midlothian,4784.2080000000005,151.81,
Orkney Islands,4225.7172,47.24,
Argyll and Bute,947.3148000000001,197.22,
"Edinburgh, City of",2768.5860000000007,407.6,
Highland,3989.0976000000005,458.04,
Shetland Islands,4675.6086,36.07,
Shetland Islands,3350.9958,33.07,
Aberdeenshire,3851.295600000001,386.89,
Orkney Islands,1245.9810000000002,43.46,
Shetland Islands,2462.28,33.07,
South Ayrshire,2022.0276000000003,185.96,
"Edinburgh, City of",925.3950000000001,385.64,
Dumfries and Galloway,2952.6552000000006,259.74,
Argyll and Bute,1513.3740000000003,177.76,
Dumfries and Galloway,2254.8630000000003,249.34,
East Ayrshire,1147.092,178.29,
Shetland Islands,2285.7792000000004,32.94,
Angus,1795.9038,252.66,
Na h-Eileanan Siar,1745.1384000000003,48.25,
East Dunbartonshire,1749.2082,235.29,
North Lanarkshire,925.3950000000001,395.11,
Perth and Kinross,3443.3160000000003,234.56,
Shetland Islands,1911.2862000000005,39.8,
Highland,2036.4504000000002,349.74,
Orkney Islands,2701.3272,48.43,
Orkney Islands,2882.0406,40.24,
Perth and Kinross,2775.3690000000006,234.56,
Highland,2216.1642,401.29,
Orkney Islands,1906.2882000000004,47.24,
Highland,4120.6164,398.29,
Clackmannanshire,2229.0162000000005,86.58,
Dumfries and Galloway,4013.9448000000007,259.74,
Moray,4784.2080000000005,194.66,
Argyll and Bute,925.3950000000001,132.75,
Perth and Kinross,1277.1114000000002,309.46,
"Edinburgh, City of",925.3950000000001,452.69,
North Lanarkshire,1174.5095999999999,395.11,
Shetland Islands,2572.8072000000006,33.07,
Moray,4784.2080000000005,223.01,
North Lanarkshire,3072.7500000000005,455.35,
Na h-Eileanan Siar,4784.2080000000005,51.53,
Stirling,2681.4780000000005,169.65,
Perth and Kinross,1652.4612000000002,294.28,
Na h-Eileanan Siar,3979.2444,47.89,
East Dunbartonshire,925.3950000000001,215.68,
Glasgow City,1926.2088000000003,386.1,
Orkney Islands,4784.2080000000005,43.9,
Angus,2229.1590000000006,236.77,
Orkney Islands,4784.2080000000005,47.24,
Highland,2669.5542,365.1,
Aberdeenshire,4784.2080000000005,454.17,
Orkney Islands,1136.2392,41.38,
Shetland Islands,1618.0464000000002,40.63,
Moray,2091.6426,189.97,
