RegName,energy_cost,weight,aagph1819
Argyll and Bute,2221.83,177.76,
Shetland Islands,4117.122,38.82,
Aberdeenshire,8286.21,454.17,
Fife,4267.818,399.59,
Moray,7005.168,223.01,
Na h-Eileanan Siar,7780.698,43.9,
"Edinburgh, City of",1476.54,464.12,
Na h-Eileanan Siar,3971.0879999999997,47.89,
South Lanarkshire,2166.3900000000003,420.42,
East Lothian,3789.1440000000002,207.83,
Dundee City,1476.54,302.69,
Na h-Eileanan Siar,7174.512000000001,48.9,
Highland,4992.192000000001,365.1,
Scottish Borders,7069.428,251.5,
Perth and Kinross,7590.438,234.56,
Orkney Islands,4539.6,46.27,
South Ayrshire,1810.188,239.44,
Aberdeenshire,6742.584000000001,465.63,
Aberdeen City,1476.54,457.87,
East Lothian,2252.1960000000004,209.78,
Highland,7183.962,398.29,
Na h-Eileanan Siar,1476.54,55.79,
Orkney Islands,4955.904,47.24,
Na h-Eileanan Siar,1476.54,55.48,
Scottish Borders,2001.59694,268.79,
Aberdeenshire,2245.6440000000002,465.63,
South Lanarkshire,4325.904,429.78,
Argyll and Bute,3750.84,180.9,
Aberdeen City,3086.568,492.7,
Orkney Islands,4737.42,43.0,
Argyll and Bute,4893.156,186.74,
Angus,7210.800000000001,270.6,
Na h-Eileanan Siar,4166.262000000001,45.14,
Dumfries and Galloway,6133.121999999999,233.3,
Na h-Eileanan Siar,3207.15,52.83,
Shetland Islands,3397.032,36.7,
Na h-Eileanan Siar,1898.5140000000001,47.71,
Falkirk,3347.64,287.1,
"Edinburgh, City of",1527.9479999999999,385.64,
Moray,7498.584000000001,189.97,
Shetland Islands,6014.178,33.07,
Na h-Eileanan Siar,4399.362,47.89,
Scottish Borders,1844.712,365.0,
Orkney Islands,3229.2,50.48,
Aberdeenshire,1476.54,522.01,
Orkney Islands,6707.178,47.24,
Highland,8286.21,326.3,
Shetland Islands,2397.92034,34.72,
Glasgow City,1572.804,461.49,
Shetland Islands,3437.73,33.88,
Highland,7343.982,335.31,
Na h-Eileanan Siar,3430.674,51.53,
